ImovelID,Preço,Area,Latitude,Longitude,Qtde_Quartos,Qtde_Banheiros,Qtde_Suites,Vagas_Garagem,Valor_IPTU,Valor_Cond,Regiao,Bairro,DataExtração,Rua,Numero
566711,410000,152.67,-19.8626002,-43.9550942,4,2,0,2,1405.1,330,pampulha,Liberdade,12/08/2018,Rua Boaventura,1319
1843898,410000,90,-19.948641,-43.9427724,3,2,1,1,157.8,480,centro-sul,Santo Antônio,12/08/2018,Rua Guilherme de Almeida,400
3240708,410000,130,-19.877949,-44.000983,3,2,1,2,80,250,pampulha,Castelo,12/08/2018,Rua Castelo de Lisboa,1025
3246759,410000,90,-19.8328003,-43.9456719,3,2,1,2,110,350,norte,Planalto,12/08/2018,Rua Professor José Esteves,68
337151,410800,76.76,-19.8975063,-43.8944634,3,2,1,2,120,300,leste,Boa Vista,12/08/2018,Rua Arapari,74
455187,415000,91,-19.9670519,-43.9708928,3,2,1,2,120,600,oeste,Buritis,12/08/2018,Rua Iracy Manata,98
3256308,415000,140,-19.83515,-43.977087,3,3,1,2,70,100,pampulha,Jardim Atlântico,12/08/2018,Rua Maria da Conceição Patrus,12
3245638,418000,80,-19.94771,-43.936993,2,2,1,2,128,380,centro-sul,São Pedro,12/08/2018,Rua Padre Severino,461
142554,420000,90,-19.8847926,-43.9244705,3,2,1,1,145.55,380,leste,Cidade Nova,12/08/2018,Rua Elyseu Dias Coelho,20
166264,420000,90,-19.9135786,-43.9140687,3,1,0,1,112,457,leste,Horto,12/08/2018,Rua Barão de Saramenha,472
345080,420000,105,-19.8928194,-43.9120752,3,3,1,2,60,200,leste,Santa Inês,12/08/2018,Rua Conceição do Pará,52
350000,420000,90,-19.8770207,-43.9994685,2,2,1,2,99.12,300,pampulha,Castelo,12/08/2018,Rua Castelo Évora,315
358278,420000,140.71,-19.8286099,-43.9948368,3,1,1,2,1341.77,200,pampulha,Céu Azul,12/08/2018,Rua José Joaquim dos Santos,411
363324,420000,88.09,-19.9429083,-43.9150778,3,3,1,1,181.31,600,centro-sul,Serra,12/08/2018,Rua Capelinha,269
1615797,420000,159,-19.9266943,-43.9396238,3,2,0,0,153.83,953,centro-sul,Centro,12/08/2018,Rua Espírito Santo,1111
1672406,420000,80,-19.8703483,-43.9896958,3,2,1,2,154.63,500,pampulha,Ouro Preto,12/08/2018,Rua Flor-de-esparódia,51
3251763,420000,160,-19.9455234,-43.9505171,4,3,1,1,142,499,centro-sul,Cidade Jardim,12/08/2018,Rua Conde de Linhares,1093
3254335,420000,127.25,-19.9369227,-43.9810685,3,1,1,2,124.5,250,oeste,Nova Suíssa,12/08/2018,Rua Herculano Pena,102
3257455,420000,83,-19.9816902,-43.9740796,3,2,1,2,156.17,431,oeste,Buritis,12/08/2018,Rua Pedro Natalício de Morais,397
338505,425000,85,-19.9758783,-43.9682406,3,2,1,2,136.3,450,oeste,Buritis,12/08/2018,Rua Doutor Célio Andrade,201
367416,425000,90,-19.8855273,-43.9266864,3,2,1,2,181,380,leste,Cidade Nova,12/08/2018,Rua Júlio Pereira da Silva,526
3255519,425000,90.56,-19.899324,-43.929676,3,1,1,2,149.2,553,leste,Graça,12/08/2018,Rua Juacema,238
403191,429000,86.26,-19.875065,-43.93244,3,1,1,2,116,340,nordeste,Palmares,12/08/2018,Rua Coronel Jairo Pereira,51
3240845,429000,102,-19.974737,-43.967849,3,2,1,2,226.22,700,oeste,Buritis,12/08/2018,Avenida Professor Mário Werneck,2444
129201,430000,78.44,-19.9831479,-43.9740693,3,2,1,2,104,500,oeste,Buritis,12/08/2018,Avenida Deputado Cristóvam Chiaradia,391
352222,430000,88,-19.94232,-43.946532,2,1,0,1,143.93,489.8,centro-sul,Santo Antônio,12/08/2018,Rua Nunes Vieira,388
355341,430000,97,-19.9937024,-44.0201556,3,2,1,2,112.57,230,barreiro,Novo Diamante,12/08/2018,Rua Antônio Araújo Penido,330
1819023,430000,110,-19.87991,-44.010036,3,2,1,2,109.82,390,pampulha,Castelo,12/08/2018,Rua Jornalista Mário Eugênio,165
2708100,430000,140,-19.9692355,-43.9678666,4,2,1,2,153.73,350,oeste,Buritis,12/08/2018,Rua Professora Bartira Mourão,165
3235935,430000,120,-19.9571026,-43.9668928,3,4,2,2,198,300,oeste,Buritis,12/08/2018,Rua Vereador Nelson Cunha,664
3244623,430000,97,-19.8867069,-43.8922134,3,3,1,2,40,400,leste,Boa Vista,12/08/2018,Rua José Silva Passos,300
3245537,430000,86,-19.8899982,-43.93001061,3,3,1,1,81.4,500,nordeste,Silveira,12/08/2018,Rua Ilacir Pereira Lima,497
159570,430366.67,74.31,-19.8676907,-43.9946633,2,2,1,2,0.01,460,pampulha,Paquetá,12/08/2018,Rua Frei Martinho Burnier,721
337154,431600,76.76,-19.8975063,-43.8944634,3,2,1,2,120,300,leste,Boa Vista,12/08/2018,Rua Arapari,74
53948,435000,160,-19.9683143,-43.9689095,4,2,1,2,118,450,oeste,Buritis,12/08/2018,Rua Tito Guimarães,51
2423082,435000,129,-19.8262551,-43.9529047,2,1,0,1,63,334,norte,Planalto,12/08/2018,Rua Francisco Augusto Rocha,106
158395,435033.33,68.15,-19.8676907,-43.9946633,2,2,1,2,0.01,460,pampulha,Paquetá,12/08/2018,Rua Frei Martinho Burnier,721
151651,439000,78.44,-19.9831479,-43.9740693,3,2,1,2,125,500,oeste,Buritis,12/08/2018,Avenida Deputado Cristóvam Chiaradia,391
730497,439000,120,-19.9707749,-43.9729388,4,3,1,1,165,400,oeste,Buritis,12/08/2018,Rua Maria Heilbuth Surette,585
158418,440000,110,-19.8967116,-43.928132,3,2,1,2,127.58,200,leste,Graça,12/08/2018,Rua Juruá,1009
536429,440000,105,-19.8728956,-43.9196688,2,2,0,2,150,200,nordeste,Fernão Dias,12/08/2018,Rua Democrata,400
536430,440000,105,-19.8728956,-43.9196688,2,2,0,2,150,200,nordeste,Fernão Dias,12/08/2018,Rua Democrata,400
2233065,440000,50,-19.9431209,-43.9485743,1,0,1,1,184.6,507,centro-sul,Cidade Jardim,12/08/2018,Avenida Prudente de Morais,70
14859,449000,105,-19.978692,-43.9701679,3,1,1,2,220,380,oeste,Buritis,12/08/2018,Rua Alessandra Salum Cadar,345
350949,449000,164.39,-19.971053,-43.9739492,3,1,1,2,168.85,400,oeste,Buritis,12/08/2018,Rua Maria Heilbuth Surette,338
3235998,449000,100,-19.9720961,-43.9662904,3,1,1,1,180,505,oeste,Buritis,12/08/2018,Avenida Professor Mário Werneck,2409
151340,450000,104,-19.881441,-43.999847,3,3,1,2,157.86,500,pampulha,Castelo,12/08/2018,Rua Castelo Guimarães,438
165503,450000,190,-19.8851223,-43.9451076,3,2,1,1,127.26,100,nordeste,Santa Cruz,12/08/2018,Rua Cônego Santana,1330
177850,450000,90,-19.9099884,-43.9741261,3,2,1,2,80,150,noroeste,Padre Eustáquio,12/08/2018,Rua Hematita,584
177894,450000,90,-19.90981841,-43.97402097,3,2,1,2,80,150,noroeste,Padre Eustáquio,12/08/2018,Rua Hematita,584
183583,450000,74,-19.9194641,-43.9124836,3,1,0,1,101,330,centro-sul,Santa Efigênia,12/08/2018,Rua Niquelina,236
196541,450000,76.85,-19.9056074,-43.9000318,3,2,1,2,111.78,310,leste,Esplanada,12/08/2018,Rua Cravinas,430
346255,450000,75,-19.899894,-43.9301518,3,2,1,2,170,390,leste,Graça,12/08/2018,Rua Juacema,49
350578,450000,125,-19.9696527,-43.9710421,3,3,1,2,196.11,300,oeste,Buritis,12/08/2018,Rua Fidélis Martins,25
355207,450000,95,-19.8973398,-43.9335421,3,2,1,1,126.63,395,leste,Graça,12/08/2018,Rua Jataí,350
365139,450000,57.77,-19.9260187,-43.9189984,2,2,1,2,200,240,centro-sul,Santa Efigênia,12/08/2018,Rua Tenente Garro,252
371229,450000,131.34,-19.8690554,-43.9235326,3,2,1,1,165,250,nordeste,Fernão Dias,12/08/2018,Rua Aiuruoca,85
1673220,450000,190,-19.8819184,-43.9218756,4,3,2,1,179,300,leste,Cidade Nova,12/08/2018,Rua Dias da Mota,47
1673568,450000,190,-19.8819184,-43.9218756,3,3,1,2,178,300,leste,Cidade Nova,12/08/2018,Rua Dias da Mota,47
1834910,450000,180,-19.8836518,-43.9243351,5,3,1,2,110,350,leste,Cidade Nova,12/08/2018,Rua Pitt,575
2472536,450000,70,-19.873834,-43.989415,3,1,1,2,140,500,pampulha,Ouro Preto,12/08/2018,Rua Professor Domício Murta,121
2494548,450000,140,-19.8830512,-43.9268644,2,2,1,1,110.99,280,nordeste,União,12/08/2018,Rua Flor-de-guambé,173
3234392,450000,85,-19.9815513,-43.9739809,3,3,1,2,153.38,803.47,oeste,Buritis,12/08/2018,Rua Pedro Natalício de Morais,275
3236698,450000,180,-19.8578685,-43.9462771,3,4,2,2,96.82,250,pampulha,Dona Clara,12/08/2018,Rua Ministro Ivan Lins,479
3237291,450000,105,-19.888109,-43.931147,3,2,1,2,106.46,330,leste,Cidade Nova,12/08/2018,Rua Carlos Turner,285
3243246,450000,73.24,-19.926944,-43.965041,3,2,1,1,117,300,oeste,Prado,12/08/2018,Rua Turfa,698
3245606,450000,100.84,-19.881452,-44.0019599,3,2,1,2,135.59,170,pampulha,Castelo,12/08/2018,Rua Castelo de Windsor,91
3246096,450000,80,-19.9453075,-43.9512386,2,3,1,2,264,1000,centro-sul,Coração de Jesus,12/08/2018,Rua Perdigão Malheiros,686
3253195,450000,102,-19.8832376,-43.9401376,3,2,1,1,188.3,750,nordeste,Ipiranga,12/08/2018,Avenida Bernardo Vasconcelos,2350
140364,455000,130,-19.827754,-43.9385702,3,2,1,2,159.64,400,norte,Floramar,12/08/2018,Rua Alga Verde,77
2397489,455000,152,-19.9126911,-43.920654,4,2,0,1,80.5,110,leste,Horto,12/08/2018,Rua Pouso Alegre,2575
56283,455045,130,-19.8296663,-43.9397018,3,2,1,2,120,300,norte,Floramar,12/08/2018,Rua Alga Vermelha,120
535224,459000,110,-19.8728956,-43.9196688,3,2,1,2,150,200,nordeste,Fernão Dias,12/08/2018,Rua Democrata,400
30739,460000,95,-19.879365,-43.9970349,3,2,1,2,80,250,pampulha,Castelo,12/08/2018,Rua Castelo de Tordesilhas,145
161171,460000,83,-19.9712587,-43.9693619,3,2,1,2,139.18,290,oeste,Buritis,12/08/2018,Rua Cônsul Walter,483
165436,460000,58,-19.92434515,-43.96055509,2,1,1,1,100,200,oeste,Prado,12/08/2018,Rua Cássia,245
170091,460000,95,-19.9473249,-43.9221186,3,2,1,1,154,283,centro-sul,Anchieta,12/08/2018,Rua Ramalhete,66
1609917,460000,80,-19.8909449,-43.9299021,3,2,1,2,126,670,leste,Cidade Nova,12/08/2018,Rua Ilacir Pereira Lima,419
1845912,460000,97,-19.9231518,-43.9654862,3,2,1,1,84.2,450,oeste,Prado,12/08/2018,Rua Coronel Pedro Jorge,26
3256035,460000,127,-19.921283,-43.936543,3,1,1,0,159.41,396,centro-sul,Centro,12/08/2018,Rua da Bahia,1010
340731,465000,80,-19.9717826,-43.9665274,3,3,1,2,176.78,700,oeste,Buritis,12/08/2018,Avenida Professor Mário Werneck,1802
1837444,469000,125,-19.9378794,-43.9486264,4,1,0,1,160,300,centro-sul,Cidade Jardim,12/08/2018,Rua Bernardo Mascarenhas,331
137678,470000,155,-19.9330806,-43.9168162,4,2,1,2,135,960,centro-sul,Serra,12/08/2018,Rua Cabrália,185
190129,470000,120,-19.9755195,-43.9636947,4,3,1,3,220,580,oeste,Buritis,12/08/2018,Rua Jandiatuba,107
353794,470000,110,-19.9375101,-43.9616321,3,2,1,2,195,420,oeste,Gutierrez,12/08/2018,Rua Oscar Trompowsky,1245
353811,470000,90,-19.9723998,-43.9653954,3,1,1,2,200.27,660,oeste,Buritis,12/08/2018,Rua Doutor Lucídio Avelar,27
834867,470000,65.52,-19.9548578,-43.934922,2,2,1,1,152.87,550,centro-sul,Sion,12/08/2018,Rua Califórnia,889
360369,475000,80,-19.8866999,-43.9320796,3,3,2,2,176.01,200,nordeste,Ipiranga,12/08/2018,Rua Seritinga,130
396988,475000,160,-19.889261,-43.994967,3,3,1,4,149.56,300,pampulha,Castelo,12/08/2018,Rua Cecília Fonseca Coutinho,541
337158,477880,76.76,-19.8975063,-43.8944634,3,2,1,2,120,300,leste,Boa Vista,12/08/2018,Rua Arapari,74
360087,479000,130,-19.836582,-43.980598,2,1,1,2,1,1,pampulha,Santa Amélia,12/08/2018,Rua Maria Cândida Cerqueira,45
61729,480000,85,-19.9697708,-43.9698265,3,1,1,2,193.9,730,oeste,Buritis,12/08/2018,Rua Lauro Ferreira,163
143860,480000,102,-19.9757756,-43.9696815,3,3,1,2,189.38,548,oeste,Buritis,12/08/2018,Avenida Professor Mário Werneck,2444
169893,480000,120,-19.9483899,-43.9366428,4,2,1,2,90.76,350,centro-sul,São Pedro,12/08/2018,Rua Bolívia,31
363245,480000,100,-19.821699,-43.983975,3,1,1,2,1,1,venda-nova,Rio Branco,12/08/2018,Rua Vera Lúcia,225
818001,480000,77,-19.9781837,-43.9757891,2,2,2,2,215,350,oeste,Buritis,12/08/2018,Rua Geraldo Lúcio Vasconcelos,885
1331903,480000,88.8,-19.889342,-43.9942467,3,1,1,2,207.47,700,pampulha,Castelo,12/08/2018,Rua Elson Nunes de Souza,444
2700019,480000,104,-19.9681264,-43.9708349,4,2,1,2,205.06,420,oeste,Buritis,12/08/2018,Rua Fidélis Martins,173
3236410,480000,90,-19.9023529,-43.9221218,3,3,1,2,130,330,leste,Sagrada Família,12/08/2018,Rua Oswaldo Ferraz,476
3242234,480000,120,-19.9452775,-43.9488086,2,2,0,2,143.4,385.9,centro-sul,Santo Antônio,12/08/2018,Rua Marabá,359
3246850,480000,118,-19.9044036,-43.9373041,3,1,1,1,77.46,320,leste,Colégio Batista,12/08/2018,Rua Itamaracá,22
3254944,480000,78,-19.9331453,-43.977469,3,3,1,2,96,410,oeste,Nova Suíssa,12/08/2018,Rua Java,83
3247333,485000,88,-19.968981,-43.9678728,3,2,1,2,164.96,837,oeste,Buritis,12/08/2018,Rua Professora Bartira Mourão,126
2427345,489000,84,-19.9379031,-43.9800066,3,1,1,2,178,430,oeste,Nova Suíssa,12/08/2018,Rua Monte Simplon,1395
140153,490000,130,-19.9480413,-43.9429153,4,3,1,2,182.18,800,centro-sul,Santo Antônio,12/08/2018,Rua Professor Aníbal Mattos,450
337836,490000,170,-19.8820222,-43.998151,3,2,1,2,93,280000,pampulha,Castelo,12/08/2018,Rua Castelo de Abrantes,210
342764,490000,140,-19.9795919,-43.966097,4,2,1,2,173.13,370,oeste,Buritis,12/08/2018,Rua Esmeraldo Botelho,125
991900,490000,120,-19.8381347,-43.9527657,2,3,1,2,200,250,norte,Planalto,12/08/2018,Rua Roberto Lúcio Aroeira,481
2843917,490000,220,-19.9950256,-44.0201798,3,1,1,2,900,200,barreiro,Barreiro,12/08/2018,Rua Aparecida Feitosa Furtado,55
3243715,490000,103.75,-19.979411,-43.967329,3,2,1,3,265,660,oeste,Buritis,12/08/2018,Rua Esmeraldo Botelho,157
3250919,490000,80,-19.9689576,-43.9707474,3,2,1,2,211.77,852.49,oeste,Buritis,12/08/2018,Rua Fidélis Martins,90
1751363,495000,96,-19.9809905,-43.9749997,3,3,1,2,155.32,380,oeste,Buritis,12/08/2018,Rua Geraldo Lúcio Vasconcelos,946
3258165,495000,74.83,-19.9276481,-43.9782795,3,2,1,2,122.09,600,oeste,Calafate,12/08/2018,Rua Campos Sales,530
3247491,497000,96,-19.8994935,-43.9260349,3,2,1,2,208,550,leste,Cidade Nova,12/08/2018,Rua São Lázaro,1394
352482,498000,70.42,-19.8585135,-43.9573036,3,2,1,2,100,400,pampulha,Jaraguá,12/08/2018,Rua Boaventura,1935
170327,499000,105,-19.9725075,-43.9674094,3,3,1,2,185.49,760,oeste,Buritis,12/08/2018,Rua Ernani Agricola,6
346667,499000,110,-19.9441433,-43.9587626,3,2,1,2,294,1200,oeste,Gutierrez,12/08/2018,Rua Professor Baroni,250
345154,500000,105,-19.8701355,-43.9200275,3,1,1,2,110,280,nordeste,Fernão Dias,12/08/2018,Rua Jornalista Theódulo Pereira,55
346946,500000,101,-19.9750049,-43.9666778,3,3,1,2,184.45,690,oeste,Buritis,12/08/2018,Rua José Hemetério Andrade,430
362913,500000,120,-19.9494285,-43.9332838,3,2,0,1,144,370,centro-sul,Carmo,12/08/2018,Rua Boa Esperança,423
395060,500000,100,-19.983609,-43.974187,4,2,1,2,161,500,oeste,Buritis,12/08/2018,Avenida Deputado Cristóvam Chiaradia,430
3236754,500000,152.03,-19.949331,-43.9691251,3,3,1,1,119.46,200,oeste,Estoril,12/08/2018,Rua Professor Tavares Paes,462
3246398,500000,210,-19.8681826,-43.930632,3,3,1,2,104,250,nordeste,Palmares,12/08/2018,Rua Divinolândia de Minas,64
161411,510000,185,-19.8970806,-43.9979508,3,2,1,3,140,160,pampulha,Manacás,12/08/2018,Rua Raul Seixas,634
358904,510000,97,-19.9676213,-43.959359,3,3,1,2,176.46,400,oeste,Buritis,12/08/2018,Rua Olympio Teixeira Guimarães,25
362685,510000,85,-19.9316776,-43.975217,3,2,1,2,0,200,oeste,Nova Suíssa,12/08/2018,Rua Helianto,178
1381802,510000,100,-19.8885618,-43.9289722,3,2,1,2,160.2,300,leste,Cidade Nova,12/08/2018,Avenida Cristiano Machado,1616
1700342,510000,105,-19.9788923,-43.9698257,3,3,1,2,219.37,380,oeste,Buritis,12/08/2018,Avenida Protásio de Oliveira Penna,253
1783156,510000,138.61,-19.8262551,-43.9529047,2,2,0,2,85,300,norte,Planalto,12/08/2018,Rua Francisco Augusto Rocha,106
3238942,510400,144,-19.9611605,-43.9727579,3,2,1,3,1,1,oeste,Buritis,12/08/2018,Rua Barroso Neto,317
267473,515000,95,-19.88819,-43.9961726,3,2,1,2,190,450,pampulha,Castelo,12/08/2018,Rua Desembargador José Satyro,324
362682,515000,162,-19.9414017,-43.9750359,2,1,1,2,0,260,oeste,Jardim América,12/08/2018,Rua Lindolfo de Azevedo,1305
615459,515000,110,-19.9756669,-43.9764303,3,2,1,2,210,1257.86,oeste,Buritis,12/08/2018,Rua Eli Seabra Filho,157
3240861,515000,85,-19.9689506,-43.9708109,3,1,1,2,205,770,oeste,Buritis,12/08/2018,Rua Fidélis Martins,90
137472,520000,84,-19.8758709,-43.9879156,3,2,1,2,180,400,pampulha,Castelo,12/08/2018,Rua Senador Firmino,355
148817,520000,90,-19.9034204,-43.9223963,3,3,1,2,157.72,380,leste,Sagrada Família,12/08/2018,Rua Doutor Vieira Marques,985
155317,520000,135,-19.9255489,-43.9435891,3,1,0,0,54.71,600,centro-sul,Centro,12/08/2018,Avenida Bias Fortes,1150
1528762,520000,165,-19.9331573,-43.9699257,3,2,1,3,78.87,350,oeste,Prado,12/08/2018,Rua Viamão,347
2756312,520000,83.94,-19.9722284,-43.9750266,3,3,1,3,155.31,350,oeste,Buritis,12/08/2018,Rua Orlando Moretzsohn,47
171571,525000,83,-19.9819183,-43.9763011,3,2,1,2,154.27,542.04,oeste,Buritis,12/08/2018,Rua Rubens Caporali Ribeiro,533
326832,525000,72.77,-19.8996666,-43.9677902,2,2,1,2,207.88,514.37,noroeste,Caiçaras,12/08/2018,Rua Agostinho Bretas,8
1672647,529000,76,-19.8704618,-43.9297209,3,2,1,2,139.9,350,nordeste,Palmares,12/08/2018,Rua Nelson Lemos de Carvalho,43
341601,530000,100,-19.934269,-43.968877,3,3,1,2,80,420,oeste,Barroca,12/08/2018,Rua Contria,1278
346305,530000,97,-19.8582721,-43.943926,3,0,0,2,100,200,pampulha,Dona Clara,12/08/2018,Rua Paulino Vaz de Melo,169
359071,530000,170,-19.871845,-43.931954,4,3,1,2,139.77,400,nordeste,Palmares,12/08/2018,Rua Joviano Naves,244
365348,530000,170.45,-19.945871,-43.974517,3,2,1,3,228,250,oeste,Jardim América,12/08/2018,Rua Corcovado,562
366825,530000,155,-19.85801577,-43.95720879,4,1,2,2,104.36,200,pampulha,Jaraguá,12/08/2018,Rua General Aranha,452
3246853,530000,85,-19.9726399,-43.968452,3,2,1,2,189.84,596.47,oeste,Buritis,12/08/2018,Rua Stella Hanriot,420
1675198,535000,120,-19.975128,-43.966727,2,1,1,3,130,400,oeste,Buritis,12/08/2018,Rua Marco Aurélio de Miranda,120
536431,539000,140,-19.8728956,-43.9196688,3,2,1,2,170,200,nordeste,Fernão Dias,12/08/2018,Rua Democrata,400
37311,540000,155,-19.968602,-43.9677742,4,1,1,2,166.68,700,oeste,Buritis,12/08/2018,Rua Professora Bartira Mourão,406
45700,545000,120,-19.97760092,-43.97235465,3,1,1,2,254,720,oeste,Buritis,12/08/2018,Rua Pedro Natalício de Morais,74
337150,549120,127.47,-19.8975063,-43.8944634,3,2,1,2,120,300,leste,Boa Vista,12/08/2018,Rua Arapari,74
28677,550000,150,-19.9946014,-44.0192522,3,1,1,2,62,180,barreiro,Barreiro,12/08/2018,Rua Aparecida Feitosa Furtado,186
138416,550000,188,-19.9195738,-43.9396935,4,3,0,0,88.2,550,centro-sul,Centro,12/08/2018,Avenida Amazonas,718
336560,550000,88.41,-19.8782389,-43.9955349,3,2,1,3,185,700,pampulha,Castelo,12/08/2018,Rua Castelo de Avis,65
346355,550000,100,-19.8734213,-43.9302809,3,2,1,2,191,330,nordeste,Palmares,12/08/2018,Rua Nestor Soares de Melo,277
351376,550000,150,-19.9481535,-43.9227155,4,3,1,2,205.62,580,centro-sul,Anchieta,12/08/2018,Rua Muzambinho,265
352051,550000,150,-19.9741885,-43.9707942,4,3,1,3,284.2,660,oeste,Buritis,12/08/2018,Rua Sílvio de Oliveira Martins,61
367237,550000,174,-19.8603242,-43.9472156,5,2,1,2,75,200,pampulha,Jaraguá,12/08/2018,Rua Irmã Eufêmia,180
606161,550000,145,-19.9681264,-43.9708349,4,1,1,3,330,530,oeste,Buritis,12/08/2018,Rua Fidélis Martins,303
1822994,550000,126.5,-19.9743805,-43.9666778,4,2,1,2,250,1100,oeste,Buritis,12/08/2018,Rua José Hemetério Andrade,91
2384267,550000,79,-19.9511961,-43.925066,2,1,1,1,209.36,811,centro-sul,Anchieta,12/08/2018,Rua Luiz Silva,45
3242205,550000,116,-19.8950485,-43.9302787,3,2,1,2,160,550,nordeste,Nova Floresta,12/08/2018,Rua Vicente de Paulo Almeida,221
3247486,550000,78,-19.881093,-43.9309143,3,3,0,2,151,700,nordeste,Ipiranga,12/08/2018,Rua Maura,1001
3249745,550000,93.34,-19.9692976,-43.9689841,3,3,1,2,240,650,oeste,Buritis,12/08/2018,Rua Ernani Agricola,242
3250260,550000,88,-19.8824985,-43.9279904,3,2,1,2,122.33,600,leste,Cidade Nova,12/08/2018,Rua Flor-de-jequitibá,183
348731,555000,110,-19.9694514,-43.968967,4,3,1,2,205,430,oeste,Buritis,12/08/2018,Rua Ernani Agricola,170
1690798,560000,93.42,-19.9077126,-43.9191406,3,3,1,2,136.54,300,leste,Horto,12/08/2018,Rua Alexandre Tourinho,315
3244098,560000,105.39,-19.9726399,-43.968452,4,3,1,3,243.04,695,oeste,Buritis,12/08/2018,Rua Stella Hanriot,420
337816,570000,100,-19.945078,-43.9512768,3,3,1,2,258.41,850,centro-sul,Coração de Jesus,12/08/2018,Rua Doutor Juvenal dos Santos,227
359501,570000,144,-19.9432134,-43.9460162,2,2,0,2,166.16,475.68,centro-sul,Santo Antônio,12/08/2018,Rua Carlos Gomes,272
3244142,570000,123,-19.9741889,-43.9710651,3,3,1,3,233,600,oeste,Buritis,12/08/2018,Rua Cônsul Walter,203
3254860,570000,104,-19.9750305,-43.9629067,3,3,1,2,219,700,oeste,Buritis,12/08/2018,Rua Jandiatuba,52
13191,575000,66,-19.925085,-43.960174,2,3,1,2,110,250,oeste,Prado,12/08/2018,Rua Chapecó,165
3249673,575000,136.58,-19.928757,-43.97036,3,2,1,2,117.15,350,oeste,Barroca,12/08/2018,Rua João da Cunha,50
117632,580000,172,-19.8927831,-43.9252425,3,2,1,1,182.3,330,leste,Cidade Nova,12/08/2018,Rua Francisco de Paula Castro,401
152669,580000,120,-19.8711656,-43.9346066,3,2,1,2,124.98,330,nordeste,Palmares,12/08/2018,Rua Itajaí,91
166364,580000,74.57,-19.9191735,-43.9642428,3,2,1,2,139.49,530,oeste,Prado,12/08/2018,Rua dos Pampas,990
177788,580000,85,-19.9688753,-43.9708538,3,2,1,2,188.05,690,oeste,Buritis,12/08/2018,Rua Fidélis Martins,90
340285,580000,73.49,-19.8959321,-43.9287223,3,2,1,2,120,424,leste,Graça,12/08/2018,Rua Juruá,422
340297,580000,73.49,-19.8959321,-43.9287223,3,2,1,2,120,424,leste,Graça,12/08/2018,Rua Juruá,422
355186,580000,105,-19.9798708,-43.9742222,3,1,1,2,205,710.87,oeste,Buritis,12/08/2018,Avenida Deputado Cristóvam Chiaradia,395
1841945,580000,105,-19.9713389,-43.9706832,4,3,1,3,245.8,825,oeste,Buritis,12/08/2018,Rua Stella Hanriot,518
3237015,580000,180,-19.9074823,-43.9393649,4,2,1,1,114.83,250,leste,Colégio Batista,12/08/2018,Rua Itinga,60
3244637,580000,106,-19.9693448,-43.9634858,3,1,1,2,225.92,992.15,oeste,Estoril,12/08/2018,Rua José Rodrigues Pereira,1218
3245854,580000,75,-19.9188675,-43.9661604,3,3,1,2,130,550,oeste,Prado,12/08/2018,Rua dos Pampas,990
3258204,580000,60,-19.9352356,-43.9556173,2,2,1,2,180.28,692,oeste,Barroca,12/08/2018,Rua Ludgero Dolabela,390
21623,584000,79.1,-19.909862,-43.926156,3,2,1,2,181.47,700,leste,Floresta,12/08/2018,Rua Campestre,40
3251674,589000,81,-19.9478611,-43.9595651,2,3,1,2,320,650,centro-sul,Luxemburgo,12/08/2018,Rua Flavita Bretas,201
166991,590000,110,-19.9678115,-43.9663054,3,2,1,2,219,1100,oeste,Buritis,12/08/2018,Rua Engenheiro Alberto Pontes,427
171754,590000,212,-19.8936699,-43.9302796,4,4,1,3,167,400,nordeste,Nova Floresta,12/08/2018,Rua Ana de Carvalho Silveira,287
206423,590000,100,-19.8776195,-43.9305788,4,2,1,2,150,850,nordeste,Ipiranga,12/08/2018,Rua Wilson Modesto Ribeiro,185
340726,590000,146,-19.9684626,-43.9677018,3,3,1,2,264,1225,oeste,Buritis,12/08/2018,Rua Professora Bartira Mourão,209
517085,590000,228,-19.94747126,-43.93625944,4,1,1,2,181,400,centro-sul,São Pedro,12/08/2018,Rua Campo Belo,64
532031,590000,160,-19.868746,-43.923362,3,2,1,2,193.25,200,nordeste,Fernão Dias,12/08/2018,Rua Aiuruoca,85
953026,590000,89.91,-19.968775,-43.969805,3,2,2,2,205,650,oeste,Buritis,12/08/2018,Rua Lauro Ferreira,101
128275,595000,66,-19.9273232,-43.9237923,2,2,1,2,266.23,260,centro-sul,Funcionários,12/08/2018,Rua Romano Stochiero,39
354711,595000,145,-19.9752018,-43.9654427,3,3,2,2,170,396,oeste,Buritis,12/08/2018,Rua José Hemetério Andrade,160
345360,595602,83.83,-19.88434,-43.93362,3,1,1,2,150,650,nordeste,Ipiranga,12/08/2018,Rua Princesa Leopoldina,163
1895726,599000,220,-19.9727633,-43.9737918,3,3,1,2,260,450,oeste,Buritis,12/08/2018,Rua Maria Heilbuth Surette,484
51683,600000,118,-19.8860951,-43.8904854,4,4,1,2,31.6,480,leste,Boa Vista,12/08/2018,Rua José Silva Passos,300
165513,600000,170,-19.9712643,-43.9696434,4,2,2,3,296,450,oeste,Buritis,12/08/2018,Rua Stella Hanriot,186
170533,600000,85,-19.9700461,-43.970908,3,2,1,2,176.5,690,oeste,Buritis,12/08/2018,Rua Fidélis Martins,90
