ImovelID,Preço,Area,Latitude,Longitude,Qtde_Quartos,Qtde_Banheiros,Qtde_Suites,Vagas_Garagem,Valor_IPTU,Valor_Cond,Regiao,Bairro,DataExtração,Rua,Numero
339150,220000,48.66,-19.8735884,-44.0138574,2,1,0,1,26.59,200,pampulha,Serrano,29/08/18,Avenida Professor Clóvis Salgado,2545
341085,220000,50,-19.9591509,-43.9663115,2,1,0,1,132.97,230,oeste,Estoril,29/08/18,Rua Paulo Piedade Campos - lado par,833
360457,220000,55,-19.8268482,-43.9574772,2,2,1,1,77.09,200,norte,Planalto,29/08/18,Rua Ely Murilo Cláudio,125
365220,220000,43,-19.921066,-43.9123159,2,1,0,1,70.6,160,leste,São Lucas,29/08/18,Rua Cardoso,11
1839013,220000,47.45,-19.9570583,-43.9836142,2,1,0,1,68.24,236.65,oeste,Palmeiras,29/08/18,Rua Júlio de Castilho,133
1848010,220000,55,-19.8788028,-43.9315138,2,1,0,1,68.3,405,nordeste,Palmares,29/08/18,Rua Conde Monte Cristo,285
3239859,220000,53.25,-19.8920054,-43.9547439,2,1,0,1,0,175,noroeste,Aparecida,29/08/18,Avenida Pinheiros,715
3246471,220000,55,-19.9692461,-43.9678024,2,1,0,1,73.59,250,oeste,Estrela Dalva,29/08/18,Rua Professora Bartira Mourão,710
349527,225000,109.37,-19.9408783,-44.018167,2,2,0,1,855.38,250,noroeste,Camargos,29/08/18,Rua Blenda,109
3228675,225000,70,-19.8148131,-43.9526381,3,2,0,1,55,226,venda-nova,Venda Nova,29/08/18,Rua Embaixador José Aparecido,138
1589494,228000,75,-19.8256577,-43.9603452,3,1,0,1,70,170,venda-nova,São João Batista,29/08/18,Rua Eugenio Volpini,130
171548,230000,60,-19.8715352,-43.9976737,3,1,1,1,54,200,pampulha,Paquetá,29/08/18,Rua Frei Martinho Burnier,8
338777,230000,98.2,-19.821971,-43.970753,3,2,1,1,84.24,150,pampulha,Santa Mônica,29/08/18,Rua Visconde de Taunay,651
351559,230000,50,-19.9606953,-43.9906558,2,1,0,1,60.18,190,oeste,Betânia,29/08/18,Rua das Canoas,555
353200,230000,69.68,-19.9386883,-44.0186558,3,1,0,1,714,237,noroeste,Camargos,29/08/18,Rua Luiza Efigênia Silva,321
1675243,230000,59.19,-19.8407439,-43.9368224,3,0,0,1,675,250,norte,Heliópolis,29/08/18,Rua Lila Borja,39
1847157,230000,90.86,-19.9366748,-44.0222037,2,1,0,1,82,377,noroeste,Camargos,29/08/18,Rua Gentil Portugal do Brasil,55
3215735,230000,50,-19.8607888,-43.9401582,2,1,0,1,56,220,pampulha,Jaraguá,29/08/18,Rua Desembargador Fernando Bhering,94
3243906,230000,71.43,-19.8764188,-43.9404083,3,1,0,1,61.66,250,nordeste,Palmares,29/08/18,Avenida Artur Guimarães,135
3250214,230000,80,-19.8236765,-43.9520882,2,1,0,1,86,300,pampulha,Itapoã,29/08/18,Avenida Doutor Cristiano Guimarães,50
3255847,230000,37.99,-19.9201278,-43.9403048,1,1,0,0,55,285,centro-sul,Centro,29/08/18,Rua São Paulo,351
3252193,231500,37.56,-19.86083,-43.939422,1,1,1,1,1,150,pampulha,Dona Clara,29/08/18,Rua Bento Mendes Castanheira,40
3252196,233500,37.56,-19.86083,-43.939422,1,1,1,1,1,150,pampulha,Dona Clara,29/08/18,Rua Bento Mendes Castanheira,40
346489,235000,90,-19.9278039,-43.9655234,3,2,0,0,33,5,oeste,Prado,29/08/18,Rua Pedra Bonita,647
3237374,235000,63,-19.8607821,-43.9350162,2,1,0,1,78.06,220,pampulha,Dona Clara,29/08/18,Rua Dona Celuta Monteiro,112
3252775,235000,57.09,-19.8737519,-43.9387915,3,2,1,1,80,360,nordeste,Palmares,29/08/18,Rua José Cleto,423
3236231,239000,52,-19.9812272,-43.9783482,2,2,1,1,68.13,410,oeste,Buritis,29/08/18,Avenida Senador José Augusto,110
147484,240000,38,-19.9377516,-43.9365932,1,1,1,1,131.92,2000,centro-sul,Savassi,29/08/18,Rua Antônio de Albuquerque,335
217527,240000,52.94,-19.88667,-43.9581609,3,1,0,1,650,220,noroeste,Ermelinda,29/08/18,Rua Álvaro Mata,55
340988,240000,56.94,-19.8797855,-43.9917413,2,2,1,1,103.81,330,pampulha,Paquetá,29/08/18,Rua Gustavo Ladeira,11
343175,240000,80,-19.9651623,-43.9697493,2,1,0,1,65,130,oeste,Estrela Dalva,29/08/18,Avenida Costa do Marfim,140
352202,240000,69,-19.8366255,-43.954559,3,1,0,1,85,230,norte,Planalto,29/08/18,Avenida Doutor Cristiano Guimarães,1808
358338,240000,70,-19.8012976,-43.9932918,3,1,1,2,1,0.01,venda-nova,Lagoinha (venda Nova),29/08/18,Rua João Ferreira da Silva,2095
358356,240000,70,-19.8012976,-43.9932918,3,1,1,2,1,0.01,venda-nova,Lagoinha (venda Nova),29/08/18,Rua João Ferreira da Silva,2095
1524230,240000,48.38,-19.9438985,-43.9806485,2,1,0,1,135,175,oeste,Salgado Filho,29/08/18,Rua Machado Nunes,152
2089521,240000,68,-19.9594188,-43.9840757,3,1,0,1,70,241,oeste,Palmeiras,29/08/18,Avenida Dom João VI,561
3236478,240000,91,-19.9650919,-43.968888,3,1,0,1,68.68,140,oeste,Estrela Dalva,29/08/18,Avenida Costa do Marfim,100
3239648,240000,60,-19.9220169,-43.9457815,2,2,0,1,65,360,centro-sul,Centro,29/08/18,Avenida Bias Fortes,1801
3243280,240000,87.04,-19.9016889,-43.9294402,2,1,0,1,80,150,leste,Graça,29/08/18,Rua Silveira,256
3249266,240000,66.25,-19.8779383,-43.9375162,3,1,0,1,69.31,250,nordeste,Palmares,29/08/18,Avenida Artur Guimarães,135
365777,244000,61,-19.89226,-43.999179,2,1,0,1,68.63,140,pampulha,Manacás,29/08/18,Rua Maria de Souza Alves,419
366849,244900,67,-19.824155,-43.975056,2,1,1,1,1,1,pampulha,Santa Mônica,29/08/18,Rua Mosaico,54
366848,245000,67,-19.824155,-43.975056,2,1,1,1,1,1,pampulha,Santa Mônica,29/08/18,Rua Mosaico,54
1526178,245000,53.03,-19.891151,-43.9068598,2,1,0,1,100,510,venda-nova,Ana Lúcia,29/08/18,Avenida Contagem,330
3237332,245000,48.34,-19.8757564,-43.9942389,2,2,1,1,98,250,pampulha,Castelo,29/08/18,Avenida Miguel Perrela,975
3254437,245000,48,-19.9800494,-43.9683822,2,1,0,1,75,357,oeste,Buritis,29/08/18,Rua Alessandra Salum Cadar,920
161266,250000,69.85,-19.8932042,-43.9483279,3,2,1,1,101.1,450,nordeste,Cachoeirinha,29/08/18,Rua Itapetinga,912
357550,250000,63.1,-19.9219019,-43.9478006,2,2,0,0,53,440,centro-sul,Centro,29/08/18,Avenida Bias Fortes,1801
357996,250000,62.17,-19.887206,-43.932808,2,1,0,1,921.7,135.7,nordeste,Ipiranga,29/08/18,Rua Dom Cabral,10
362470,250000,110,-19.8203867,-43.9769461,2,1,0,1,1,1,pampulha,Santa Mônica,29/08/18,Rua Humberto de Campos,152
1673763,250000,65.8,-19.8630682,-43.9527866,3,2,0,1,0,15,pampulha,Jaraguá,29/08/18,Rua Barrinha,156
3235511,250000,59.16,-19.828045,-43.939077,3,2,0,1,92.69,560,norte,Jardim Guanabara,29/08/18,Rua Alga Azul,145
3248500,250000,72,-19.9802511,-43.9734543,3,1,0,1,91.78,200,oeste,Buritis,29/08/18,Rua Pedro Natalício de Morais,400
1629907,255000,65,-19.941836,-43.914749,2,2,0,1,56.56,290,centro-sul,Serra,29/08/18,Rua Henrique Passini,721
2424144,255000,56.97,-19.8729258,-43.9908856,2,1,1,1,100.32,332,pampulha,Ouro Preto,29/08/18,Rua José Ribeiro Filho,35
161074,258000,60.47,-19.9445591,-43.9644529,3,2,1,1,131.47,260,oeste,Nova Granada,29/08/18,Rua Dantas,30
58629,260000,75,-19.826687,-43.9554927,2,2,1,1,139.8,200,norte,Planalto,29/08/18,Rua Ely Murilo Cláudio,125
170375,260000,60,-19.9732945,-43.9661017,3,2,1,1,804,200,oeste,Buritis,29/08/18,Rua Henrique Furtado Portugal,140
354839,260000,65.72,-19.8922533,-43.9909312,2,1,0,1,69.14,200,pampulha,Paquetá,29/08/18,Rua Francisca Santos Anastásia,333
3258432,260000,63.5,-19.919645,-43.9425947,1,1,0,0,0,310,centro-sul,Centro,29/08/18,Avenida Paraná,466
134129,265000,58,-19.9231781,-43.9425379,2,1,0,0,83,270,centro-sul,Centro,29/08/18,Avenida Augusto de Lima,233
339575,265000,69.18,-19.8824143,-44.0081066,2,1,1,1,94.4,370,pampulha,Serrano,29/08/18,Rua Shirley Regina das Chagas,50
346021,265000,68.06,-19.8557584,-43.9588412,3,2,1,1,73.11,225,pampulha,São Luiz (pampulha),29/08/18,Rua Mascarenhas de Morais,195
1468901,265000,54.77,-19.8778559,-43.9302337,2,1,0,1,734,380,nordeste,Palmares,29/08/18,Rua Wilson Modesto Ribeiro,120
1746250,265000,60,-19.922933,-43.9371944,1,1,0,0,92.37,285,centro-sul,Lourdes,29/08/18,Rua da Bahia,1192
2424146,265000,65,-19.96685743,-43.96841429,3,1,1,1,89.12,290,oeste,Buritis,29/08/18,Rua Ernani Agricola,684
3239469,265000,53.64,-19.8888503,-43.9976712,2,1,0,1,103.99,280,pampulha,Castelo,29/08/18,Rua Doutor Rubens Guimarães,31
3253337,265000,56.04,-19.9812272,-43.9783482,2,2,1,1,70.93,410,oeste,Buritis,29/08/18,Avenida Senador José Augusto,110
3258082,265000,65,-19.8662283,-43.9452642,3,1,0,1,71.31,250,pampulha,Santa Rosa,29/08/18,Rua José de Melo,525
3259412,265000,50,-19.8750244,-43.9162893,2,1,0,1,190,330,nordeste,Fernão Dias,29/08/18,Avenida Joaquim José Diniz,20
55700,268000,70,-19.8306913,-43.9388871,3,2,1,1,92,240,norte,Jardim Guanabara,29/08/18,Rua Alga Vermelha,120
358878,269000,65,-19.891672,-43.9318896,2,2,0,1,0,130,nordeste,Silveira,29/08/18,Rua Engenheiro Correia,250
1382287,269000,65,-19.8726843,-43.9209671,3,1,0,1,111,250,nordeste,São Paulo,29/08/18,Rua Doresópolis,664
60330,270000,72.8,-19.94283981,-43.97505805,2,1,0,1,72.8,300,oeste,Jardim América,29/08/18,Rua Santos,689
358204,270000,84,-19.94096,-43.916694,2,2,1,0,0,220,centro-sul,Serra,29/08/18,Rua Capivari,694
360131,270000,57,-19.8774849,-43.9962454,2,1,1,2,65,320,pampulha,Pampulha,29/08/18,Avenida Miguel Perrela,766
3194667,270000,93.66,-19.9317178,-43.9703826,3,1,0,1,69.04,240,oeste,Barroca,29/08/18,Rua Viamão,711
3239817,270000,76,-19.9575465,-43.9676068,3,2,0,1,23,400,oeste,Estoril,29/08/18,Rua Paulo Piedade Campos - lado par,457
3242489,270000,70,-19.9206714,-43.9363906,2,1,0,0,50,400,centro-sul,Centro,29/08/18,Rua da Bahia,325
3258053,270000,86.69,-19.896702,-43.996939,3,2,1,2,131.63,340,pampulha,Manacás,29/08/18,Rua Raimunda Simões da Silva,115
170836,275000,75.09,-19.871848,-43.937736,3,2,1,2,110,430,nordeste,Palmares,29/08/18,Rua Pastor Achilles Barbosa,365
332278,275000,55,-19.9433622,-43.9774704,2,1,0,2,65,250,oeste,Nova Suíssa,29/08/18,Rua Omega,430
352292,275000,90,-19.9596471,-43.9661291,3,3,1,1,91,410,oeste,Estoril,29/08/18,Rua Paulo Piedade Campos - lado par,850
787336,275000,64.27,-19.8734336,-43.9971964,2,1,0,2,56,180,pampulha,Pampulha,29/08/18,Rua Castelo de Lisboa ,40
1580716,275000,50,-19.9207327,-43.9460618,2,2,0,1,65,550,centro-sul,Centro,29/08/18,Rua Rio Grande do Sul,720
146520,279000,62,-19.8967575,-43.9316941,2,1,0,1,88,295,nordeste,Nova Floresta,29/08/18,Rua Jataí,850
358267,279000,72.46,-19.8119809,-43.9817338,3,2,1,1,923.37,200,venda-nova,Rio Branco,29/08/18,Rua Célio Diniz,276
3242451,279000,62.93,-19.8889751,-44.0100324,2,1,0,1,909.65,280,pampulha,Serrano,29/08/18,Rua Ocidental,126
22428,280000,70,-19.8441354,-43.9367812,3,1,0,1,47.45,150,norte,Heliópolis,29/08/18,Rua Praça Padre Lage,110
346187,280000,70,-19.9679421,-43.9667135,3,2,1,1,112,260,oeste,Buritis,29/08/18,Rua Engenheiro Alberto Pontes,530
352797,280000,70,-19.8263266,-43.9528369,3,2,1,1,80,400,pampulha,Itapoã,29/08/18,Rua Francisco Augusto Rocha,101
1671761,280000,65.1,-19.8718135,-43.945145,3,2,1,1,65,335,nordeste,Santa Cruz,29/08/18,Rua Meira de Vasconcelos,240
3246659,280000,57.17,-19.8957087,-43.9287899,2,2,0,1,924,400,nordeste,Silveira,29/08/18,Rua Wânia Carvalho Silveira,51
3256782,280000,65,-19.9728735,-43.9713798,3,2,1,1,88.56,360,oeste,Buritis,29/08/18,Rua Tereza Mota Valadares,820
3258194,280000,122,-19.802821,-43.939252,4,2,1,1,48,159,norte,Jaqueline,29/08/18,Rua Agenor de Paula Estrela,1082
355546,282000,85,-19.832353,-43.942364,3,2,1,2,75,150,norte,Planalto,29/08/18,Rua Jorge Lima,92
3243673,285000,80,-19.8723452,-43.9513346,3,1,0,1,56,250,pampulha,Jaraguá,29/08/18,Rua Beira-alta,135
358280,289000,57.34,-19.8263411,-43.9827405,2,1,0,1,671.64,200,pampulha,Santa Mônica,29/08/18,Rua dos Uiacás,307
365504,289000,80,-19.8279458,-43.9755085,2,2,1,1,1,1,pampulha,Santa Mônica,29/08/18,Rua Navajos,228
271072,290000,41,-19.9154203,-43.967246,3,2,1,2,63.04,300,noroeste,Padre Eustáquio,29/08/18,Rua Riachuelo,551
349156,290000,96.74,-19.874312,-43.958818,2,1,0,1,594,185,pampulha,São Francisco,29/08/18,Rua Alcobaça,139
1847830,290000,89.6,-19.9448459,-43.968554,2,2,1,1,70.36,250,oeste,Nova Granada,29/08/18,Rua Conselheiro Joaquim Caetano,1355
1859324,290000,77,-19.8757791,-43.9936887,3,1,1,2,86.67,300,pampulha,Pampulha,29/08/18,Rua Jornalista Tarcísio Henriques,105
140144,294000,70,-19.827754,-43.9385702,3,2,1,1,124,300,norte,Jardim Guanabara,29/08/18,Rua Alga Verde,77
3250295,295000,41,-19.927815,-43.934192,1,1,0,0,54.94,350,centro-sul,Funcionários,29/08/18,Rua Alagoas,16
32734,295087.5,62.69,-19.9222306,-44.0104011,3,1,1,2,135,368.8,noroeste,João Pinheiro,29/08/18,Avenida das Castanholas,246
3252322,298000,60,-19.9635157,-43.96545,2,2,1,1,62,600,oeste,Estoril,29/08/18,Rua Engenheiro Godofredo dos Santos,48
183017,299000,65,-19.9029115,-43.9616629,3,1,2,2,106.84,180,noroeste,Nova Esperança,29/08/18,Rua Almeida Melo,102
3245304,299000,82,-19.961894,-43.9806115,2,1,1,1,77,299,oeste,Betânia,29/08/18,Rua Júlio de Castilho,1022
3246449,299000,140,-19.837536,-43.9485389,2,2,0,1,55,130,norte,Planalto,29/08/18,Rua Iracema Souza Pinto,128
134903,300000,40,-19.9394334,-43.9313403,1,1,1,1,125,750,centro-sul,Cidade Jardim,29/08/18,Avenida do Contorno,7315
348485,300000,47.84,-19.967576,-43.964945,2,2,1,1,71.27,250,oeste,Buritis,29/08/18,Rua Vitorio Magnavacca,145
3238988,300000,140,-19.8694351,-43.9882007,3,2,0,1,65,100,pampulha,Ouro Preto,29/08/18,Rua Brasiléia,608
3245938,300000,60,-19.8789593,-43.9982225,2,1,1,2,110,100,pampulha,Pampulha,29/08/18,Rua Castelo Guimarães,187
3249039,300000,81.25,-19.8253,-43.95405,3,2,1,2,86.15,430,norte,Planalto,29/08/18,Rua Francisco Augusto Rocha,66
191039,305000,75,-19.8798408,-43.991804,3,1,1,1,124.92,280,pampulha,Paquetá,29/08/18,Rua Gustavo Ladeira,11
349948,308900,63,-19.9205033,-43.9033717,3,1,1,1,72,200,leste,Paraíso,29/08/18,Rua Aureliano Magalhães,432
338365,309900,120,-19.895427,-43.9319991,3,2,0,1,84.19,333,nordeste,Nova Floresta,29/08/18,Rua São Gonçalo,872
55256,310000,72,-19.91575076,-43.96969709,3,1,1,1,63.72,200,noroeste,Padre Eustáquio,29/08/18,Rua Wilson Mendes,115
63003,310000,111,-19.95872228,-43.96725828,4,2,1,1,80,400,oeste,Nova Barroca,29/08/18,Rua Paulo Piedade Campos,680
216985,310000,60,-19.9201287,-43.9613524,2,2,0,1,60,350,oeste,Prado,29/08/18,Rua dos Pampas,538
1674518,310000,75,-19.8828067,-43.9982254,3,2,1,2,98,250,pampulha,Pampulha,29/08/18,Avenida Altamiro Avelino Soares,210
2859621,310000,72,-19.9750219,-43.9631235,2,1,1,2,97,250,oeste,Buritis,29/08/18,Rua Jandiatuba,100
3233652,310000,73.81,-19.9315928,-43.9184644,2,2,0,1,94.54,350,leste,São Lucas,29/08/18,Rua Camões,390
3255569,310000,80,-19.8427889,-43.9293152,3,2,1,2,75,150,norte,Guarani,29/08/18,Rua Carimbé,77
3256778,310000,63.57,-19.9209538,-43.9079076,2,1,0,0,66.97,350,leste,Paraíso,29/08/18,Rua Cônego Pinheiro,22
146282,315000,85,-19.8881128,-43.9945612,3,1,1,2,75,350,pampulha,Pampulha,29/08/18,Rua Elson Nunes de Souza,730
221838,315000,82.53,-19.892916,-43.9311744,4,1,1,1,96.02,300,nordeste,Silveira,29/08/18,Rua São Claret,409
348195,315000,70,-19.8818949,-44.0095565,3,2,1,2,119.01,390,pampulha,Serrano,29/08/18,Rua Shirley Regina das Chagas,50
1348214,315000,60,-19.8831701,-43.9214415,2,2,1,2,100,250,nordeste,União,29/08/18,Rua Domingos Fernandes,246
349806,318000,100,-19.9603493,-43.9656735,4,3,1,1,77.2,450,oeste,Estoril,29/08/18,Rua Paulo Piedade Campos - lado par,680
354841,319000,90.05,-19.8922533,-43.9909312,2,1,0,1,93.84,200,pampulha,Paquetá,29/08/18,Rua Francisca Santos Anastásia,333
65606,320000,80,-19.8245289,-43.969083,3,1,1,2,65,290,pampulha,Santa Mônica,29/08/18,Rua Visconde de Taunay,912
135465,320000,83,-19.86761,-43.9852002,3,1,1,1,0,326,pampulha,Ouro Preto,29/08/18,Avenida Fleming,871
164272,320000,80,-19.9488722,-43.9430583,3,3,1,1,124,200,centro-sul,Santo Antônio,29/08/18,Rua Deputado Álvaro Sales,380
331697,320000,86.75,-19.9047295,-43.9190544,3,1,0,1,74.46,260,leste,Sagrada Família,29/08/18,Rua Horizontal,183
348463,320000,45,-19.9747508,-43.9648745,1,2,1,1,123.42,400,oeste,Buritis,29/08/18,Rua Henrique Furtado Portugal,83
1614037,320000,108.25,-19.8909955,-43.9251163,3,1,1,1,106.68,170,leste,Cidade Nova,29/08/18,Rua Afonso Pena Júnior,119
3240645,320000,95,-19.9263611,-43.9169043,3,2,0,1,100,123,centro-sul,Santa Efigênia,29/08/18,Rua Tenente Anastácio de Moura,1000
3253916,320000,80,-19.9623998,-43.9656352,3,2,0,2,81,370,oeste,Havaí,29/08/18,Rua Paulo Piedade Campos - lado ímpar,909
3262127,320000,70,-19.9282165,-43.9634754,2,2,1,1,75,250,oeste,Prado,29/08/18,Rua Rubi,305
817999,325000,56.48,-19.8995219,-43.9300907,2,2,1,1,1057,430,leste,Graça,29/08/18,Rua Juacema,85
3261361,325000,95,-19.9261756,-43.9134262,3,1,0,1,88.37,310,centro-sul,Santa Efigênia,29/08/18,Rua Maestro Delê Andrade,231
3241049,329000,86,-19.871959,-43.915735,3,2,1,2,106,250,nordeste,Fernão Dias,29/08/18,Rua Paulista,835
54325,330000,74,-19.9714034,-43.973048,2,2,1,1,100,300,oeste,Buritis,29/08/18,Rua Ulisses Marcondes Escobar,109
407309,330000,36,-19.9353037,-43.9317266,1,1,0,1,110.36,500,centro-sul,Savassi,29/08/18,Rua Rio Grande do Norte,641
1896784,330000,101,-19.9293586,-43.9702339,3,3,1,1,87.58,200,oeste,Prado,29/08/18,Rua Contria,236
2399528,330000,112.23,-19.9796897,-43.9655289,3,3,1,2,145,350,oeste,Buritis,29/08/18,Rua Esmeraldo Botelho,212
3251850,330000,75,-19.884973,-43.923999,2,2,1,1,146.24,420,leste,Cidade Nova,29/08/18,Rua Carvalhais de Paiva,260
3259511,330000,80.15,-19.9794582,-43.9629598,3,2,1,1,77.27,480,oeste,Buritis,29/08/18,Rua José Hemetério Andrade,485
362427,334039.05,109.98,-19.9223863,-44.0096859,2,1,1,2,135,368.8,noroeste,Dom Cabral,29/08/18,Avenida das Castanholas,246
363066,334039.05,109.98,-19.9223334,-44.0101878,2,2,1,2,135,368.8,noroeste,João Pinheiro,29/08/18,Avenida das Castanholas,246
160866,335000,90,-19.8695876,-43.9332811,3,2,1,2,80,600,nordeste,Palmares,29/08/18,Rua Luiz Zuddio,325
280720,335000,75,-19.8729503,-43.9215355,3,1,1,1,95,450,nordeste,Fernão Dias,29/08/18,Avenida Joaquim José Diniz,20
124952,340000,98,-19.93379249,-43.97117972,3,1,0,1,78,350,oeste,Barroca,29/08/18,Rua Campos Eliseos,871
1841948,340000,105,-19.835141,-43.9753186,3,2,1,1,150.7,65,pampulha,Santa Amélia,29/08/18,Rua Heitor Sócrates Cardoso,679
338920,343000,66,-19.891074,-43.9310917,3,2,1,2,123.25,370,nordeste,Silveira,29/08/18,Rua São Claret,481
350571,345000,78,-19.9304827,-43.9700919,3,2,1,1,118,670,oeste,Prado,29/08/18,Rua Contria,294
3247340,345000,82,-19.9824005,-43.9799526,3,1,1,2,82,300,oeste,Buritis,29/08/18,Avenida Senador José Augusto,80
3256340,345000,82.12,-19.8722773,-43.9977356,3,1,1,2,90,450,pampulha,Paquetá,29/08/18,Rua Afonso Ferreira Gomes,110
3259270,348000,75,-19.9794348,-43.974525,3,1,1,1,117.4,483,oeste,Buritis,29/08/18,Avenida Deputado Cristóvam Chiaradia,185
336073,349000,135,-19.9897411,-44.0167142,2,1,0,4,0,10,barreiro,Teixeira Dias,29/08/18,Rua Joaquim Anacleto da Conceição,140
194404,350000,95,-19.903027,-43.927579,3,2,1,1,120,397,leste,Sagrada Família,29/08/18,Rua Itajubá,2065
349263,350000,85,-19.9435835,-43.9749518,3,1,1,2,80,250,oeste,Jardim América,29/08/18,Rua Santos,989
420940,350000,75,-19.943677,-43.928533,3,3,1,1,149.24,300,centro-sul,Cruzeiro,29/08/18,Rua Oliveira,390
455205,350000,70,-19.9691942,-43.9670121,2,2,1,1,99.77,370,oeste,Buritis,29/08/18,Rua Walter Guimarães Figueiredo,275
1848014,350000,110,-19.9692918,-43.9725164,4,2,1,2,167.87,350,oeste,Buritis,29/08/18,Rua Professor Euclydes Ferreira,153
1907671,350000,95,-19.8911962,-43.925339,3,1,0,1,131,240,leste,Cidade Nova,29/08/18,Rua Paulo Nunes Vieira,64
2094967,350000,119.54,-19.8876268,-43.8927785,2,2,1,2,1,0.01,leste,Boa Vista,29/08/18,Rua José Silva Passos,450
3242653,350000,67,-19.8716751,-43.9397483,2,2,1,2,168.95,259,nordeste,Palmares,29/08/18,Rua Jorge Angel Livraga,154
3243806,350000,79.49,-19.905543,-43.924921,2,2,1,1,119.41,310,leste,Sagrada Família,29/08/18,Rua Célia de Sousa,322
3245087,350000,120,-19.9058015,-43.9391901,3,2,1,1,71.77,190,nordeste,Lagoinha,29/08/18,Rua Galena,79
3256136,350000,130,-19.8261806,-43.992888,2,1,0,1,0,200,venda-nova,Jardim Leblon,29/08/18,Rua Marrocos,1145
3256670,350000,130,-19.82452536,-43.99340298,2,1,0,1,0,200,venda-nova,Jardim Leblon,29/08/18,Rua Marrocos,1145
3258706,350000,80,-19.916302,-43.9561249,3,1,1,2,110,280,noroeste,Carlos Prates,29/08/18,Rua Tremedal,316
3258849,350000,40,-19.9344411,-43.9298606,1,1,1,1,124,686,centro-sul,Savassi,29/08/18,Rua Cláudio Manoel,489
3259022,350000,80,-19.9648082,-43.9724429,3,2,1,2,114.51,210,oeste,Estrela Dalva,29/08/18,Praça Antônio Mascarenhas Ferreira,90
3238981,353500,72,-19.9611605,-43.9727579,3,2,1,2,1,1,oeste,Havaí,29/08/18,Rua Barroso Neto,317
3251335,355000,69.85,-19.9763904,-43.976389,2,2,1,1,122.18,400,oeste,Buritis,29/08/18,Rua Eli Seabra Filho,100
166218,360000,80,-19.9147543,-43.9615984,3,2,1,2,90,250,noroeste,Padre Eustáquio,29/08/18,Rua Porto Alegre,297
3233563,360000,88,-19.9694514,-43.968967,3,2,1,2,125,320,oeste,Buritis,29/08/18,Rua Ulisses Marcondes Escobar,311
3239835,360000,90,-19.8825018,-43.9328291,2,2,0,1,98.1,225,nordeste,Nova Floresta,29/08/18,Rua Ozanam,20
3258818,360000,99.39,-19.9649255,-43.9735088,3,2,1,2,99.58,180,oeste,Havaí,29/08/18,Rua Francisco Manoel da Silva,106
162911,365000,90,-19.88798866,-43.92702822,3,1,1,1,127.97,225,leste,Cidade Nova,29/08/18,Rua Tabelião Ferreira de Carvalho,225
3241164,365000,120,-19.9124754,-43.9592538,3,2,1,2,85,215,noroeste,Padre Eustáquio,29/08/18,Rua Prados,544
3245316,365000,130,-19.9546575,-43.9767678,3,1,1,2,111.42,280,oeste,Palmeiras,29/08/18,Rua Peônia,352
787341,369000,103.4,-19.9203382,-43.9382618,3,2,1,0,100,550,centro-sul,Centro,29/08/18,Avenida Afonso Pena,398
200412,370000,90,-19.9748935,-43.9640638,3,2,1,2,140,350,oeste,Buritis,29/08/18,Rua Aripuana,95
337197,370000,70,-19.9621442,-43.9802571,3,1,1,2,106.87,384,oeste,Betânia,29/08/18,Rua Júlio de Castilho,1050
347830,370000,64.85,-19.8959074,-43.996904,3,2,1,2,115.84,260,pampulha,Manacás,29/08/18,Rua Raimunda Simões da Silva,83
357761,370000,100,-19.9269042,-43.9682488,3,2,1,2,85,280,oeste,Prado,29/08/18,Rua Turquesa,1382
362224,370000,82,-19.8577371,-43.9395401,3,2,1,2,113,250,pampulha,Dona Clara,29/08/18,Rua Desembargador Fernando Bhering,402
812196,370000,89,-19.9261436,-43.9924233,3,1,1,1,104,291,noroeste,Coração Eucarístico,29/08/18,Rua Dom Aristides Porto,124
3262300,370000,107.49,-19.902516,-43.9296088,2,2,0,2,137.54,326,leste,Graça,29/08/18,Rua Coromandel,340
161916,371000,77.66,-19.8715505,-43.9221577,3,2,1,1,103.94,380,nordeste,São Paulo,29/08/18,Rua Aiuruoca,25
363820,372000,75,-19.9495018,-43.9705162,3,2,1,2,124.81,125,oeste,Jardim América,29/08/18,Rua Lindolfo de Azevedo,2611
358236,375000,107,-19.8912306,-43.9985789,2,2,0,2,112,350,pampulha,Manacás,29/08/18,Rua Doutor Luís Ratton,108
1349380,375000,110,-19.9712921,-43.9699955,3,2,1,2,142,450,oeste,Buritis,29/08/18,Rua Stella Hanriot,165
3246879,375000,64,-19.9763904,-43.976389,2,1,1,1,113,400,oeste,Buritis,29/08/18,Rua Eli Seabra Filho,100
129064,380000,35,-19.9245782,-43.941617,1,0,1,1,121.41,395,centro-sul,Lourdes,29/08/18,Rua São Paulo,1636
161408,380000,75,-19.8730167,-43.9910891,3,1,1,2,83.4,380,pampulha,Ouro Preto,29/08/18,Rua José Ribeiro Filho,396
179123,380000,63.51,-19.9286067,-43.9624496,2,2,1,1,106.46,290,oeste,Prado,29/08/18,Rua Esmeralda,319
303276,380000,78,-19.8821401,-43.9260612,3,1,1,1,133.45,300,nordeste,União,29/08/18,Rua Lincoln,157
341107,380000,132,-19.8786308,-43.919382,2,1,1,2,80,260,nordeste,União,29/08/18,Rua Walace,269
347172,380000,100,-19.9739086,-43.9709835,3,2,1,2,115.38,360,oeste,Buritis,29/08/18,Rua Sílvio de Oliveira Martins,236
