Imovel_ID,Preço,Area,Latitude,Longitude,Qtde_Quartos,Qtde_Banheiros,Qtde_Suites,Vagas_Garagem,Valor_IPTU,Valor_Cond,Regiao,Bairro,DataExtração,Rua,Numero
149051,650000,120,-19.9360961,-43.9647166,3,1,1,2,234.37,1036.33,oeste,Gutierrez,43228,,
1528472,650000,120,-19.9019382,-43.9237025,4,2,1,2,240.56,890,leste,Sagrada Família,43228,Rua Conselheiro Lafaiete,2079.0
3246594,650000,120,-19.882489,-43.917824,3,3,1,2,180,100,nordeste,União,43228,Rua Andesita,175.0
3256026,650000,120,-19.9381366,-43.933024,3,2,1,1,235.39,1150,centro-sul,Savassi,43228,Rua Rio Grande do Norte,862.0
226797,630000,120,-19.934995,-43.9777562,3,2,1,3,174,200,oeste,Nova Suíssa,43228,Rua João Caetano,155.0
1672234,620000,120,-19.937905,-43.9591317,4,3,1,2,126.57,350,oeste,Gutierrez,43228,Rua Marechal Bittencourt,211.0
1745802,610000,120,-19.9355691,-43.9216601,4,2,1,1,155.05,120,centro-sul,Serra,43228,,
371858,610000,120,-19.9709639,-43.9738101,4,3,1,3,320,600,oeste,Buritis,43228,Rua Maria Heilbuth Surette,969.0
1687381,600000,120,-19.8764618,-43.9990958,3,1,2,2,379.34,500,pampulha,Castelo,43228,,
169535,600000,120,-19.9495877,-43.9430836,4,2,1,2,241.51,500,centro-sul,Santo Antônio,43228,,
1462371,598000,120,-19.964902,-43.950838,3,2,1,2,1798.77,400,centro-sul,Santa Lúcia,43228,,
3254017,580000,120,-19.9519159,-43.9366659,3,1,1,2,173,450,centro-sul,Sion,43228,,
152669,580000,120,-19.8711656,-43.9346066,3,2,1,2,124.98,330,nordeste,Palmares,43228,Rua Itajaí,91.0
3247241,570000,120,-19.9337159,-43.9618204,4,3,1,2,120.37,250,oeste,Gutierrez,43228,,
136752,560000,120,-19.9379029,-43.9679213,3,2,1,1,99.54,470,oeste,Grajaú,43228,,
351087,560000,120,-19.937278,-43.9214239,3,1,2,1,130,620,centro-sul,Serra,43228,,
1683031,560000,120,-19.9617454,-43.9463566,3,3,1,1,152.81,450,centro-sul,Santa Lúcia,43228,,
45700,545000,120,-19.97760092,-43.97235465,3,1,1,2,254,720,oeste,Buritis,43228,Rua Pedro Natalício de Morais,74.0
3251223,540000,120,-19.9470012,-43.9364733,3,2,1,1,104.58,450,centro-sul,São Pedro,43228,,
350645,540000,120,-19.9409895,-43.9536342,3,2,1,1,190,350,centro-sul,Luxemburgo,43228,Rua Doutor Sette Câmara,341.0
1675198,535000,120,-19.975128,-43.966727,2,1,1,3,130,400,oeste,Buritis,43228,Rua Marco Aurélio de Miranda,120.0
3247317,530000,120,-19.9354791,-43.9183863,3,2,1,1,120.4,400,centro-sul,Serra,43228,,
171772,530000,120,-19.937989,-43.9594297,4,1,1,2,135,360,oeste,Gutierrez,43228,,
3254234,530000,120,-19.8702627,-43.9391476,3,2,1,3,128,300,nordeste,Palmares,43228,Rua Jorge Angel Livraga,159.0
336410,500000,120,-19.9495113,-43.9210857,3,2,1,2,173.72,300,centro-sul,Anchieta,43228,,
362913,500000,120,-19.9494285,-43.9332838,3,2,0,1,144,370,centro-sul,Sion,43228,Rua Boa Esperança,423.0
362950,499000,120,-19.9483888,-43.9424393,3,1,1,1,55,780,centro-sul,Santo Antônio,43228,,
991900,490000,120,-19.8381347,-43.9527657,2,3,1,2,200,250,norte,Planalto,43228,Rua Roberto Lúcio Aroeira,481.0
340974,485000,120,-19.9494175,-43.9334478,3,1,1,2,172,400,centro-sul,Sion,43228,,
169893,480000,120,-19.9483899,-43.9366428,4,2,1,2,90.76,350,centro-sul,São Pedro,43228,Rua Bolívia,31.0
3242234,480000,120,-19.9452775,-43.9488086,2,2,0,2,143.4,385.9,centro-sul,Santo Antônio,43228,Rua Marabá,359.0
1832142,480000,120,-19.972986,-43.971434,3,1,1,2,0,320,oeste,Buritis,43228,Rua Tereza Mota Valadares,76.0
3252806,480000,120,-19.879949,-44.0047397,3,2,1,2,141.12,350,pampulha,Pampulha,43228,Rua Castelo de Windsor,475.0
336213,470000,120,-19.9561554,-43.9351591,3,2,1,1,153.17,450,centro-sul,Sion,43228,,
3253018,470000,120,-19.93368382,-43.92330015,3,2,1,1,142,600,centro-sul,Serra,43228,Rua do Ouro,229.0
190129,470000,120,-19.9755195,-43.9636947,4,3,1,3,220,580,oeste,Buritis,43228,Rua Jandiatuba,107.0
337747,460000,120,-19.944672,-43.9540999,4,2,1,1,221.79,650,centro-sul,Luxemburgo,43228,,
1574752,450000,120,-19.9358233,-43.9612082,4,2,1,1,130,350,oeste,Gutierrez,43228,,
167504,449000,120,-19.9725366,-43.9715755,3,3,2,2,117,210,oeste,Buritis,43228,,
361576,439900,120,-19.8740836,-43.9952724,3,1,1,2,101,150,pampulha,Castelo,43228,,
730497,439000,120,-19.9707749,-43.9729388,4,3,1,1,165,400,oeste,Buritis,43228,Rua Maria Heilbuth Surette,585.0
21715,430000,120,-19.950581,-43.949114,3,1,1,1,180,230,centro-sul,Vila Paris,43228,,
26433,430000,120,-19.9281841,-43.932871,3,3,1,0,128.14,450,centro-sul,Funcionários,43228,,
2882746,430000,120,-19.9740353,-43.9731326,4,1,1,2,323,300,oeste,Buritis,43228,,
3235935,430000,120,-19.9571026,-43.9668928,3,4,2,2,198,300,oeste,Estoril,43228,Rua Vereador Nelson Cunha,664.0
1606811,400000,120,-19.9258726,-43.9090208,3,1,0,1,100,620,centro-sul,Santa Efigênia,43228,,
3243292,400000,120,-19.959101,-43.938016,3,2,1,1,114,400,centro-sul,Sion,43228,,
3234568,400000,120,-19.9203296,-43.9389731,3,2,1,0,106.23,506,centro-sul,Centro,43228,Rua Rio de Janeiro,909.0
1060644,399900,120,-19.8765208,-43.9923098,2,1,1,2,120,250,pampulha,Castelo,43228,,
40095,380000,120,-19.9398226,-43.9226898,3,1,0,0,107.96,80,centro-sul,Serra,43228,,
1834959,375000,120,-19.9431029,-43.9553585,3,2,1,1,180,490,centro-sul,Luxemburgo,43228,,
2172166,370000,120,-19.8786959,-44.0011147,2,1,1,2,95,150,pampulha,Castelo,43228,,
3234665,370000,120,-19.8677524,-43.989559,2,2,1,2,70,200,pampulha,Ouro Preto,43228,,
3241164,365000,120,-19.9124754,-43.9592538,3,2,1,2,85,215,noroeste,Padre Eustáquio,43228,Rua Prados,544.0
2361517,360000,120,-19.890414,-43.994042,2,1,1,2,95,120,pampulha,Castelo,43228,,
9250,360000,120,-19.9013455,-43.9714803,3,3,1,1,58.73,300,noroeste,Caiçaras,43228,,
10824,350000,120,-19.9242222,-43.9384577,2,1,0,0,166.32,976,centro-sul,Centro,43228,,
354283,350000,120,-19.898138,-44.0101318,3,2,1,1,97,1,noroeste,Nossa Senhora da Glória,43228,,
1601207,350000,120,-19.9410434,-43.9697497,2,2,0,1,141.65,247,oeste,Nova Granada,43228,,
3245087,350000,120,-19.9058015,-43.9391901,3,2,1,1,71.77,190,nordeste,Lagoinha,43228,Rua Galena,79.0
719912,350000,120,-19.824116,-43.962441,2,2,0,2,85,100,venda-nova,Venda Nova,43228,Rua João Samaha,1088.0
51102,330000,120,-19.8621622,-43.93848,2,1,2,1,30,120,pampulha,Dona Clara,43228,,
1977891,330000,120,-19.8898379,-44.0009857,2,1,0,2,849,100,pampulha,Castelo,43228,,
1924913,320000,120,-19.8382771,-43.9549201,2,2,0,1,64.81,70,pampulha,Itapoã,43228,,
342973,320000,120,-19.882698,-43.932251,2,2,0,1,100.89,196,nordeste,Nova Floresta,43228,Rua Ozanam,20.0
17851,319000,120,-19.9296718,-43.9715846,3,1,0,1,53.93,280,oeste,Prado,43228,,
3248923,310000,120,-19.948971,-43.9717703,2,2,0,1,75,0,oeste,Jardim América,43228,Rua Santos,2015.0
338365,309900,120,-19.895427,-43.9319991,3,2,0,1,84.19,333,nordeste,Nova Floresta,43228,Rua São Gonçalo,872.0
3237793,300000,120,-19.9264589,-43.9413157,3,2,0,0,91,1242.7,centro-sul,Santo Agostinho,43228,Rua dos Timbiras,2500.0
358337,270000,120,-19.8012976,-43.9932918,3,1,1,2,1,0.01,venda-nova,Lagoinha (venda Nova),43228,,
358341,270000,120,-19.8012976,-43.9932918,3,1,1,2,1,0.01,venda-nova,Lagoinha (venda Nova),43228,,
358342,270000,120,-19.8012976,-43.9932918,3,1,1,2,1,0.01,venda-nova,Lagoinha (venda Nova),43228,,
335299,269000,120,-19.9877743,-44.0318711,2,2,0,1,79.61,250,barreiro,Diamante(barreiro),43228,Rua Madre Paulina,210.0
3251823,249000,120,-19.8720354,-43.9852969,2,1,0,1,95,170,pampulha,Ouro Preto,43228,,
57093,340000,119.85,-19.927406,-43.9693061,3,2,1,1,82.98,300,oeste,Prado,43228,,
352348,335000,119.79,-19.8384348,-43.9805945,3,2,1,2,0.01,200,pampulha,Santa Amélia,43228,,
2094967,375000,119.54,-19.8876268,-43.8927785,2,2,1,2,1,0.01,leste,Boa Vista,43228,Rua José Silva Passos,450.0
3209580,359900,119.34,-19.9426118,-43.97371,3,3,2,1,75.59,260,oeste,Jardim América,43228,,
9551,520000,119.25,-19.970933,-43.973558,4,2,1,2,250.17,280,oeste,Buritis,43228,Rua Maria Heilbuth Surette,430.0
1580628,300000,119.05,-19.9703886,-44.0175187,2,2,0,2,75.92,356,barreiro,Barreiro de Baixo,43228,,
180750,325000,119.04,-19.9730513,-43.9736903,3,2,0,1,993.49,280,oeste,Buritis,43228,Rua Maria Heilbuth Surette,473.0
41102,850000,119,-19.8995425,-43.9253381,4,3,2,3,174,500,leste,Sagrada Família,43228,Rua Geraldo Faria de Souza,226.0
232814,450000,118.79,-19.9296317,-43.9185196,3,3,1,1,146.35,240,leste,São Lucas,43228,,
3235635,550000,118.71,-19.9137305,-43.9266018,2,2,1,2,80,220,leste,Santa Tereza,43228,,
1793834,860000,118.65,-19.9083698,-43.9307545,4,1,2,4,310,530,leste,Floresta,43228,Rua Monte Alverne,166.0
3211413,297000,118.6,-19.963831,-43.97572,2,2,1,1,96,230,oeste,Havaí,43228,,
3237039,550000,118.52,-19.972986,-43.971434,4,1,1,2,220,430,oeste,Buritis,43228,,
633028,370000,118.46,-19.9366617,-44.0222162,3,2,1,2,67.07,537,noroeste,Camargos,43228,,
169565,409000,118.11,-19.8980844,-43.924699,3,1,1,1,117,360,leste,Sagrada Família,43228,,
3240927,1180000,118,-19.9285202,-43.9592094,4,2,1,5,426.3,450,oeste,Prado,43228,Rua Sertões,100.0
365846,650000,118,-19.8306691,-43.954575,3,1,1,4,100,250,norte,Planalto,43228,Rua Mário Batista da Costa,30.0
3241751,635058.29,118,-19.8865331,-43.8906558,4,2,1,2,40,400,leste,Cidade Nova,43228,Rua José Silva Passos,300.0
3241933,628058.29,118,-19.8865331,-43.8906558,4,2,1,2,40,400,leste,Cidade Nova,43228,Rua José Silva Passos,300.0
3241934,628058.29,118,-19.8865331,-43.8906558,4,2,1,2,40,400,leste,Cidade Nova,43228,Rua José Silva Passos,300.0
3241752,618239.34,118,-19.8865331,-43.8906558,4,2,1,2,40,400,leste,Cidade Nova,43228,Rua José Silva Passos,300.0
3243801,618239.34,118,-19.88654,-43.8906141,4,2,1,2,40,400,leste,Cidade Nova,43228,Rua José Silva Passos,300.0
3247496,618234.81,118,-19.88654,-43.8906141,4,2,1,2,40,400,leste,Boa Vista,43228,Rua José Silva Passos,300.0
3241750,608593.37,118,-19.8863738,-43.8904379,4,2,1,2,40,400,leste,Cidade Nova,43228,Rua José Silva Passos,300.0
10145,603400,118,-19.8920565,-44.0150134,3,3,1,2,84,450,oeste,Prado,43228,,
3241746,600829.2,118,-19.8865331,-43.8906558,4,2,1,2,40,400,leste,Cidade Nova,43228,Rua José Silva Passos,300.0
3247498,600829.2,118,-19.8863738,-43.8904379,4,2,1,2,40,400,leste,Cidade Nova,43228,Rua José Silva Passos,300.0
51683,600000,118,-19.8860951,-43.8904854,4,4,1,2,31.6,480,leste,Santa Inês,43228,Rua José Silva Passos,300.0
3241811,567403.39,118,-19.8865331,-43.8906558,4,2,1,2,40,400,leste,Cidade Nova,43228,Rua José Silva Passos,300.0
3241723,565136.96,118,-19.8863738,-43.8904379,4,2,1,2,40,400,leste,Cidade Nova,43228,Rua José Silva Passos,300.0
3241676,543867,118,-19.8865331,-43.8906558,4,2,1,2,40,400,leste,Cidade Nova,43228,Rua José Silva Passos,300.0
3241727,543867,118,-19.8865331,-43.8906558,4,2,1,2,40,400,leste,Cidade Nova,43228,Rua José Silva Passos,300.0
1972949,480000,118,-19.875554,-43.998022,3,1,1,2,135.45,500,pampulha,Castelo,43228,,
3246850,480000,118,-19.9044036,-43.9373041,3,1,1,1,77.46,320,nordeste,Concórdia,43228,Rua Itamaracá,22.0
154074,450000,118,-19.9249284,-43.9059114,3,2,2,1,80,300,centro-sul,Santa Efigênia,43228,,
3216183,420000,118,-19.8716709,-43.9331511,3,1,1,2,110,360,nordeste,Palmares,43228,,
3246756,370000,118,-19.8764141,-43.982041,3,1,1,1,80.86,350,pampulha,Ouro Preto,43228,,
339374,325000,118,-19.8802949,-44.0106209,3,1,0,1,70,150,pampulha,Serrano,43228,,
3229149,320000,118,-19.9333609,-43.9196498,2,1,1,1,104.46,400,leste,São Lucas,43228,,
345162,320000,118,-19.9281079,-43.9114013,3,2,1,1,114,275,leste,São Lucas,43228,Rua Nísio Batista de Oliveira,373.0
3246738,850000,117.8,-19.9434739,-43.930573,2,1,1,2,150,350,centro-sul,Sion,43228,,
1675186,605000,117.49,-19.970322,-43.9709824,3,2,1,3,260.84,540,oeste,Buritis,43228,Rua Fidélis Martins,249.0
22295,734000,117.46,-19.9756029,-43.9735391,4,3,1,3,249.84,760,oeste,Buritis,43228,,
362762,510000,117.43,-19.9689658,-43.9722443,3,3,1,2,278.23,512,oeste,Estoril,43228,Rua Professor Euclydes Ferreira,235.0
3238172,680000,117,-19.966667,-43.968119,4,3,1,2,208,580,oeste,Buritis,43228,Rua Ernani Agricola,420.0
338446,680000,117,-19.9751349,-43.9711188,4,3,1,3,308.7,750,oeste,Buritis,43228,Rua Tereza Mota Valadares,685.0
169648,510000,117,-19.9267019,-43.9707886,3,2,1,2,118,290,oeste,Prado,43228,Rua Custódio Carreira,32.0
16968,430000,117,-19.9153412,-43.9127853,3,2,1,1,800,300,leste,Santa Tereza,43228,,
365082,395000,117,-19.9278544,-43.9156369,3,2,1,1,75,330,centro-sul,Santa Efigênia,43228,Rua Juiz Costa Val,91.0
364983,560000,116.84,-19.906572,-43.9068808,3,3,1,2,154.55,700,leste,Pompéia,43228,,
3251882,340000,116.83,-19.8425403,-43.964986,3,3,1,1,91,330,pampulha,Itapoã,43228,,
3255364,309000,116.75,-19.889023,-43.995241,3,1,1,1,110,150,pampulha,Castelo,43228,,
3255746,630000,116.65,-19.8954653,-43.9227042,4,1,1,2,2575.36,950,leste,Sagrada Família,43228,,
3254085,315000,116.53,-19.9019701,-43.9135797,3,2,0,1,106.53,200,leste,Sagrada Família,43228,,
3242205,550000,116,-19.8950485,-43.9302787,3,2,1,2,160,550,nordeste,Silveira,43228,Rua Vicente de Paulo Almeida,221.0
351834,480039.96,116,-19.907106,-43.924427,2,2,1,2,0,0,leste,Sagrada Família,43228,Rua Conselheiro Lafaiete,285.0
3236621,350000,116,-19.9044874,-43.9172352,3,1,0,1,80.87,260,leste,Sagrada Família,43228,,
1617255,349000,116,-19.8796584,-43.9910922,3,2,0,1,100,250,pampulha,Paquetá,43228,,
364925,280000,116,-19.8194902,-43.9468701,3,2,1,1,998.15,1,norte,Juliana,43228,,
3247222,600000,115.99,-19.941798,-43.914484,3,2,1,2,254.42,500,centro-sul,Serra,43228,,
1672204,265000,115.44,-19.8949374,-43.9666033,3,1,0,1,129,180,noroeste,Vila Amaral,43228,,
146732,860000,115.34,-19.9256571,-43.9224915,4,3,1,2,384.54,915.17,centro-sul,Santa Efigênia,43228,,
3250829,900000,115.27,-19.8791496,-44.000201,4,2,1,3,262.01,682.27,pampulha,Castelo,43228,Rua Castelo de Tordesilhas,130.0
3253044,860000,115.27,-19.8771169,-44.002557,4,3,1,2,251.45,650,pampulha,Castelo,43228,,
3235625,530000,115.09,-19.91374023,-43.92662815,2,2,1,2,80,220,leste,Santa Tereza,43228,,
390281,680000,115.04,-19.9789947,-43.9698945,4,3,1,2,201.62,485,oeste,Buritis,43228,Avenida Protásio de Oliveira Penna,265.0
3243978,330000,115.02,-19.8690218,-43.9184497,4,3,1,1,94.06,150,nordeste,Fernão Dias,43228,,
352166,680000,115,-19.906074,-43.9370398,3,2,1,2,0,250,leste,Colégio Batista,43228,,
130906,680000,115,-19.8863525,-43.9964087,4,2,1,3,190,350,pampulha,Pampulha,43228,Rua Desembargador José Satyro,91.0
147825,670000,115,-19.966797,-43.965625,4,3,1,3,290,575,oeste,Estoril,43228,Rua Engenheiro Alberto Pontes,386.0
51579,650000,115,-19.9273559,-43.9693995,3,1,1,2,147.59,350,oeste,Prado,43228,,
180565,650000,115,-19.9716045,-43.9696815,4,2,1,3,0,680,oeste,Buritis,43228,Rua Stella Hanriot,420.0
46207,600000,115,-19.84406,-43.936743,3,2,1,2,170,255,norte,Heliópolis,43228,,
3251989,595000,115,-19.938308,-43.961145,3,2,1,2,238,860,oeste,Gutierrez,43228,,
3220864,520000,115,-19.9430491,-43.9486551,3,2,1,2,150,520,centro-sul,Santo Antônio,43228,,
3254839,495000,115,-19.9780081,-43.9782851,4,3,1,3,195,250,oeste,Palmeiras,43228,Rua Rubem Berardo,70.0
88135,480000,115,-19.8571693,-43.9429257,3,3,1,1,118,0,pampulha,Jaraguá,43228,Rua Cassiano Campolina,437.0
424026,460000,115,-19.9501874,-43.9561751,3,2,1,2,195,350,centro-sul,Luxemburgo,43228,Rua Doutor Juvenal dos Santos,135.0
7123,400000,115,-19.9797575,-43.9692492,4,3,1,2,165.47,400,oeste,Buritis,43228,,
500817,395000,115,-19.9411098,-43.9189119,3,2,1,1,121.32,400,centro-sul,Serra,43228,,
360595,380000,115,-19.9733359,-43.9707276,3,3,1,2,125,250,oeste,Buritis,43228,Rua Clementino Viana Dotti,181.0
42294,360000,115,-19.9582032,-43.9448583,3,2,1,1,163.83,240,centro-sul,Santa Lúcia,43228,,
129583,360000,115,-19.8993443,-43.8933046,2,2,0,1,100,225,leste,São Geraldo,43228,,
57098,350000,115,-19.8397287,-43.9829763,4,2,1,1,60,190,pampulha,Santa Amélia,43228,,
46121,310000,115,-19.9094127,-43.9798594,2,2,0,1,54.75,200,noroeste,Monsenhor Messias,43228,,
63331,305000,115,-19.9767894,-44.0197292,2,1,1,1,100,50,barreiro,Urucuia,43228,,
356786,299000,115,-19.9586131,-43.9675788,3,3,1,2,87.88,320,oeste,Estoril,43228,Rua Paulo Piedade Campos,355.0
346754,290000,115,-19.9220656,-43.9460758,3,2,0,0,95,700,centro-sul,Barro Preto,43228,,
342814,245000,115,-19.919032,-43.947664,3,2,0,0,39,700,centro-sul,Barro Preto,43228,,
335322,499200,114.73,-19.8975063,-43.8944634,3,2,1,2,120,300,leste,São Geraldo,43228,Rua Arapari,74.0
1581602,280000,114.59,-19.9711509,-44.0172584,2,1,0,2,77.07,264,barreiro,Barreiro,43228,,
1697144,360000,114.22,-19.8860398,-43.9947087,2,1,0,2,116.57,205,pampulha,Castelo,43228,,
1836536,791000,114.21,-19.9307397,-43.9332781,1,2,1,2,0,0,centro-sul,Funcionários,43228,Rua Bernardo Guimarães,475.0
3248284,520000,114.09,-19.8743973,-43.9882236,3,1,1,2,155,0,pampulha,Ouro Preto,43228,,
175246,690000,114,-19.946206,-43.923682,3,2,1,2,307.14,610,centro-sul,Cruzeiro,43228,,
3250015,430000,114,-19.9722234,-43.9750086,2,3,1,3,135,300,oeste,Buritis,43228,Rua Orlando Moretzsohn,116.0
371433,360000,114,-19.878351,-44.0108109,3,1,1,2,110,200,pampulha,Serrano,43228,,
6699,350000,114,-19.9287179,-43.9115043,3,3,1,1,48.75,250,leste,São Lucas,43228,,
301438,769000,113.49,-19.9269,-43.9644521,4,3,1,3,56,450,oeste,Prado,43228,,
3246813,990000,113.45,-19.9262579,-43.923371,3,3,1,2,401.56,1200,centro-sul,Santa Efigênia,43228,Rua dos Otoni,310.0
336301,550000,113.2,-19.8889421,-43.9952877,3,1,1,2,135,305,pampulha,Castelo,43228,,
335156,422200,113.1,-19.8382528,-43.9319878,3,2,1,1,128.61,165,norte,Floramar,43228,,
358148,1300000,113,-19.9295186,-43.9277477,4,1,1,2,421,1500,centro-sul,Funcionários,43228,,
162747,860000,113,-19.9436652,-43.9526108,3,4,2,2,385.45,1000,centro-sul,Coração de Jesus,43228,Rua Anita Garibaldi,150.0
356767,650000,113,-19.9666182,-43.9655274,4,3,1,3,280,1000,oeste,Estoril,43228,Rua Engenheiro Alberto Pontes,460.0
5892,630000,113,-19.9189872,-43.9876037,4,3,1,2,166,950,noroeste,Minas Brasil,43228,,
5985,623000,113,-19.8774528,-43.9971977,3,1,1,2,86,380,pampulha,Pampulha,43228,Rua Castelo Guimarães,405.0
188474,599000,113,-19.945469,-43.972675,3,2,1,3,0.01,0,oeste,Nova Granada,43228,Rua França,45.0
3256087,540000,113,-19.9441814,-43.9516878,3,3,1,2,174.15,470,centro-sul,Luxemburgo,43228,,
26299,350000,113,-19.9468151,-43.94329,3,1,0,1,140,400,centro-sul,Santo Antônio,43228,Rua Mar de Espanha,745.0
9246,290000,113,-19.866789,-43.918403,2,1,0,1,91,220,nordeste,Fernão Dias,43228,,
49272,813683,112.98,-19.8800542,-43.9299367,4,2,2,2,0,0,nordeste,Ipiranga,43228,Rua Conde Monte Cristo,32.0
49269,808105,112.98,-19.8800616,-43.9300431,4,2,2,2,0,0,nordeste,Ipiranga,43228,Rua Conde Monte Cristo,32.0
49265,802566,112.98,-19.8800542,-43.9299367,4,2,2,2,0,0,nordeste,Ipiranga,43228,Rua Conde Monte Cristo,32.0
48397,772348,112.98,-19.8800542,-43.9299367,4,2,2,2,0,0,nordeste,Ipiranga,43228,Rua Conde Monte Cristo,32.0
48394,767008,112.98,-19.8800542,-43.9299367,4,2,2,2,0,0,nordeste,Ipiranga,43228,Rua Conde Monte Cristo,32.0
159162,756442,112.98,-19.8800542,-43.9299367,4,2,2,2,0,0,nordeste,Ipiranga,43228,Rua Conde Monte Cristo,32.0
48354,752699,112.98,-19.8800542,-43.9299367,4,2,2,2,0,0,nordeste,Ipiranga,43228,Rua Conde Monte Cristo,32.0
3211470,375000,112.82,-19.886967,-44.0010396,2,3,1,2,116.81,225,pampulha,Castelo,43228,,
162771,420000,112.8,-19.9293335,-43.96731,3,2,1,1,63.54,180,oeste,Prado,43228,Rua Cuiabá,1303.0
226249,460000,112.73,-19.9192018,-43.9798987,3,1,1,2,113.17,250,noroeste,Padre Eustáquio,43228,,
168705,850000,112.72,-19.9434848,-43.9536915,4,1,2,2,410.5,1000,centro-sul,Coração de Jesus,43228,,
17044,640000,112.72,-19.9794825,-43.9672182,4,3,1,2,0,300,oeste,Buritis,43228,Rua Esmeraldo Botelho,273.0
187119,329000,112.61,-19.8810448,-44.0124225,3,1,1,1,70,100,pampulha,Serrano,43228,,
473409,519000,112.6,-19.9696829,-43.9690337,4,2,1,2,247.41,817.75,oeste,Buritis,43228,,
365137,345000,112.51,-19.8789879,-43.9958036,3,2,0,1,866.25,290,pampulha,Castelo,43228,,
17045,640000,112.45,-19.9794825,-43.9672182,4,3,1,2,0,0,oeste,Buritis,43228,Rua Esmeraldo Botelho,273.0
1574977,620000,112.33,-19.981708,-43.9740822,4,3,1,2,187.35,297,oeste,Buritis,43228,Avenida Deputado Cristóvam Chiaradia,837.0
348449,584800,112.33,-19.9818304,-43.9741059,4,1,1,2,185,297,oeste,Buritis,43228,Avenida Deputado Cristóvam Chiaradia,837.0
171854,340000,112.28,-19.8372288,-43.9802345,3,2,1,2,91.81,180,pampulha,Santa Amélia,43228,,
2399528,330000,112.23,-19.9796897,-43.9655289,3,3,1,2,145,350,oeste,Buritis,43228,Rua Esmeraldo Botelho,212.0
1923108,690000,112.2,-19.8791804,-43.997055,4,3,2,2,198.81,800,pampulha,Castelo,43228,,
342114,1250000,112,-19.9297595,-43.9477105,4,3,1,2,480,1520,centro-sul,Santo Agostinho,43228,,
10654,850000,112,-19.9754733,-43.9769003,4,1,2,2,222,732,oeste,Buritis,43228,Rua Eli Seabra Filho,405.0
164130,700000,112,-19.9824548,-44.0144425,3,3,1,4,226.5,200,barreiro,Barreiro,43228,,
176452,700000,112,-19.9304583,-43.9374056,3,3,1,1,138.54,300,centro-sul,Centro,43228,Avenida João Pinheiro,607.0
991003,620000,112,-19.9154666,-43.9760977,4,3,1,3,210,650,noroeste,Padre Eustáquio,43228,,
149559,390000,112,-19.9379391,-43.9161271,3,2,1,1,145,425,centro-sul,Serra,43228,Rua Monte Sião,492.0
347240,340000,112,-19.9606298,-43.9658958,4,1,1,1,77,400,oeste,Estoril,43228,Rua Paulo Piedade Campos,680.0
19755,320000,112,-19.8883892,-43.9264421,3,2,1,1,120,250,leste,Cidade Nova,43228,,
1072170,690000,111.79,-19.915502,-43.9763841,4,3,1,3,195.47,540,noroeste,Padre Eustáquio,43228,,
2709317,340000,111.7,-19.8892117,-44.0062396,2,3,1,2,90,250,pampulha,Manacás,43228,,
3254632,731014,111.66,-19.9810355,-43.9766423,3,3,1,3,0,0,oeste,Estoril,43228,Rua Rubens Caporali Ribeiro,839.0
3254613,719437,111.66,-19.9810355,-43.9766423,3,3,1,2,0,0,oeste,Buritis,43228,Rua Rubens Caporali Ribeiro,839.0
3254616,718464,111.66,-19.9810355,-43.9766423,3,3,1,3,0,0,oeste,Estoril,43228,Rua Rubens Caporali Ribeiro,839.0
3254999,705913,111.66,-19.977892,-43.976872,3,3,1,3,0,0,oeste,Buritis,43228,Rua Rubens Caporali Ribeiro,839.0
3257021,505000,111.64,-19.967102,-43.970873,3,3,1,3,149,692,oeste,Buritis,43228,Rua Iracy Manata,98.0
3243228,335000,111.37,-19.9622645,-43.9655979,4,2,1,1,77.2,450,oeste,Estoril,43228,Rua Paulo Piedade Campos,680.0
144496,750000,111.22,-19.9470972,-43.9367863,4,2,1,2,377,604,centro-sul,São Pedro,43228,,
43012,310000,111.2,-19.8463408,-43.9383635,2,2,1,1,95.25,165,norte,Heliópolis,43228,,
1633122,890000,111.02,-19.9429297,-43.9328383,3,3,1,2,315,1200,centro-sul,Sion,43228,,
3237646,730000,111.02,-19.9429297,-43.9328383,3,2,0,2,307,1057,centro-sul,Sion,43228,Rua Grão Mogol,172.0
2882813,785000,111,-19.9429297,-43.9328383,3,2,1,2,315.91,1057,centro-sul,Savassi,43228,Rua Grão Mogol,172.0
474040,700000,111,-19.9441739,-43.9332279,3,2,1,2,306.89,1057,centro-sul,Carmo,43228,Rua Grão Mogol,172.0
37332,450000,111,-19.8822756,-43.9302948,3,2,1,2,0,0,nordeste,Silveira,43228,Rua Doutor Furtado de Menezes,497.0
63003,310000,111,-19.95872228,-43.96725828,4,2,1,1,80,400,oeste,Nova Barroca,43228,Rua Paulo Piedade Campos,680.0
17929,410000,110.92,-19.8990437,-43.9316256,3,1,0,1,59.36,130,nordeste,Nova Floresta,43228,,
403380,370000,110.85,-19.9304827,-43.9700919,3,2,1,1,90.41,240,oeste,Prado,43228,,
359439,320000,110.64,-19.8231659,-43.9822094,3,1,1,1,1,0.01,pampulha,Santa Mônica,43228,Rua dos Uiacás,337.0
3246842,450000,110.5,-19.9430549,-43.9550939,3,2,1,1,152.35,250,centro-sul,Luxemburgo,43228,Rua Doutor Sette Câmara,215.0
1701278,690000,110.49,-19.9276023,-43.9175181,3,1,1,4,293.63,800,centro-sul,Santa Efigênia,43228,,
