Imovel_ID,Preço,Area,Latitude,Longitude,Qtde_Quartos,Qtde_Banheiros,Qtde_Suites,Vagas_Garagem,Valor_IPTU,Valor_Cond,Regiao,Bairro,DataExtração,Rua,Numero,Unnamed: 17
3235318,2100000.0,183.29,-19.9770396,-43.94263360000002,3,3,1,4,1800.0,1200.0,centro-sul,Belvedere,None,180,,
1578665,2150000.0,198.0,-19.934475199999998,-43.92961990000003,4,3,2,3,1500.0,737.0,centro-sul,Savassi,None,180,,
1602555,2200000.0,210.0,-19.9350408,-43.9414994,4,4,2,3,2950.0,1050.0,centro-sul,Savassi,None,180,,
2356731,2200000.0,290.0,-19.9323725,-43.9395783,4,3,1,3,1500.0,620.58,centro-sul,Lourdes,None,180,,
3241693,2330000.0,275.0,-19.94739522244797,-43.95780080104976,4,5,4,3,2200.0,869.22,centro-sul,Luxemburgo,None,180,,
130262,2600000.0,300.0,-19.9465796,-43.937404600000036,4,4,2,4,900.0,500.0,centro-sul,Sion,None,181,,
3239755,2760000.0,216.0,-19.9283592,-43.94280330000004,4,4,2,4,2200.0,1263.0,centro-sul,Santo Agostinho,None,181,,
7373,2800000.0,328.49,-19.939211,-43.93039899999997,4,3,2,3,2258.0,867.08,centro-sul,Funcionários,None,181,,
2724612,2800000.0,375.4,-19.939273899999996,-43.9224274,4,4,2,3,2000.0,823.01,centro-sul,Serra,None,181,,
132960,2900000.0,600.0,-19.9464968,-43.95559969999999,3,4,2,3,1308.0,549.91,centro-sul,Luxemburgo,None,181,,
354511,3000000.0,516.0,-19.944446,-43.955581,4,4,3,4,2000.0,961.42,centro-sul,Luxemburgo,None,181,,
20912,3350000.0,329.13,-19.971316,-43.94228179999999,4,6,3,4,2452.18,1300.0,centro-sul,Belvedere,None,181,,
1951236,3400000.0,272.62,-19.9787937,-43.94455370000003,4,5,4,5,3900.0,1710.0,centro-sul,Belvedere,None,181,,
1889761,3850000.0,324.73,-19.972960600000004,-43.93993460000002,4,6,4,5,3308.0,2089.86,centro-sul,Belvedere,None,181,,
46867,4200000.0,500.0,-19.938152,-43.92441400000001,5,6,4,4,1900.0,955.45,centro-sul,Serra,None,181,,
3266274,4450000.0,305.14,-19.9756003,-43.94155530000001,4,4,4,5,4709.0,2265.24,centro-sul,Belvedere,None,181,,
3258215,5000000.0,580.0,-19.935145000000002,-43.92901890000002,4,5,4,4,6000.0,2143.57,centro-sul,Savassi,None,181,,
1929815,10000000.0,596.0,-19.938515300000002,-43.95586560000004,4,6,4,7,5800.0,747.0,oeste,Gutierrez,None,181,,
3255132,450000.0,100.0,-19.915484699999997,-43.9223275,3,1,0,1,525.0,95.0,leste,Santa Tereza,Rua Hermilo Alves,235,181.0,
3248352,235000.0,68.77,-19.813959,-43.97543910000002,3,2,1,1,200.0,75.0,venda-nova,Candelária,Rua Corretor Juventino de Jesus,135,181.0,
3243389,300000.0,55.0,-19.965347899999998,-43.97621179999999,2,1,1,2,100.0,110.0,oeste,Estrela Dalva,Rua Marcos Coelho Neto,444,181.0,
356549,315000.0,70.0,-19.9824106,-43.97996970000003,2,1,1,1,330.0,0.0,oeste,Buritis,Avenida Senador José Augusto,80,181.0,
336349,730000.0,132.0,-19.9663182,-43.96725070000002,4,3,1,3,890.0,200.0,oeste,Estoril,Rua Professora Bartira Mourão,492,182.0,
56698,284852.0,73.0,-19.8649045,-43.89956840000002,3,1,1,1,0.0,0.0,nordeste,Goiânia,Rua Ganso,77,182.0,
56697,294822.0,73.0,-19.8649045,-43.89956840000002,3,1,1,1,0.0,0.0,nordeste,Goiânia,Rua Ganso,77,182.0,
347340,460000.0,84.0,-19.887683300000003,-43.93711429999996,3,1,1,1,0.0,0.0,nordeste,Renascença,Rua Japurá,47,182.0,
347379,500000.0,84.0,-19.887683300000003,-43.93711429999996,3,1,1,1,0.0,0.0,nordeste,Renascença,Rua Japurá,47,182.0,
347391,610000.0,168.0,-19.887683300000003,-43.93711429999996,3,2,1,2,0.0,0.0,nordeste,Renascença,Rua Japurá,47,182.0,
347411,630000.0,168.0,-19.887683300000003,-43.93711429999996,3,2,1,2,0.0,0.0,nordeste,Renascença,Rua Japurá,47,182.0,
17045,640000.0,112.45,-19.9794825,-43.96721819999999,4,3,1,2,0.0,0.0,oeste,Buritis,Rua Esmeraldo Botelho,273,182.0,
28125,683802.0,126.0,-19.9750891,-43.9670102,4,3,1,3,0.0,0.0,oeste,Buritis,Rua Marco Aurélio de Miranda,225,182.0,
28124,711427.0,126.0,-19.9750891,-43.9670102,4,3,1,3,0.0,0.0,oeste,Buritis,Rua Marco Aurélio de Miranda,225,182.0,
28226,786000.0,126.0,-19.9750891,-43.9670102,4,3,1,3,0.0,0.0,oeste,Buritis,Rua Marco Aurélio de Miranda,225,182.0,
9796,816780.74,124.5,-19.9707749,-43.97293880000001,4,4,2,3,456.0,316.47,oeste,Buritis,Rua Maria Heilbuth Surette,882,182.0,
143080,1350000.0,250.0,-19.884256761831537,-43.92519205927738,4,3,2,5,0.0,0.0,nordeste,União,Rua João Arantes,235,182.0,
11267,1020000.0,149.0,-19.966493600000003,-43.96652879999999,4,4,1,3,880.0,285.0,oeste,Buritis,None,182,,
340227,144900.0,50.0,-19.9419212,-44.01178219999997,2,1,0,1,180.0,54.0,noroeste,Camargos,Rua Titânio,280,182.0,
356677,199990.0,50.0,-19.9434509,-43.978007299999994,2,1,0,1,240.0,58.0,oeste,Salgado Filho,Rua Maquiné,234,182.0,
3218454,205000.0,46.83,-19.8463532,-43.9788585,1,1,0,1,200.0,45.0,pampulha,Santa Amélia,Avenida Portugal,2535,182.0,
13771,230000.0,45.71,-19.825462899999998,-43.9475427,2,1,0,1,120.0,0.0,norte,Vila Cloris,Rua das Gaivotas,308,183.0,
397717,285000.0,70.0,-19.932632199999997,-43.98162159999998,2,2,1,1,180.0,0.0,oeste,Nova Suíssa,Rua Monte Simplon,417,183.0,
32166,310000.0,130.0,-19.930715399999997,-43.96917450000001,4,1,1,1,0.0,0.0,oeste,Prado,Rua Brumadinho,1029,183.0,
359363,320000.0,70.0,-19.931248899999996,-43.98054450000001,2,1,1,1,200.0,0.0,oeste,Nova Suíssa,Rua Monte Simplon,417,183.0,
337026,325000.0,84.77,-19.821325100000003,-43.979881500000026,3,1,0,1,0.0,0.0,venda-nova,Sinimbu,Praça João Vianna,26,183.0,
254009,450000.0,70.0,-19.972528,-43.97148549999997,2,3,1,2,0.0,1672.81,oeste,Buritis,Rua Tereza Mota Valadares,175,183.0,
247656,462000.0,80.0,-19.8234359,-43.94559570000001,3,2,1,2,0.0,0.0,norte,Vila Cloris,Rua das Tangerinas,631,183.0,
356683,507100.0,173.82,-19.9611627,-43.97275020000001,3,2,1,4,0.0,0.0,oeste,Palmeiras,Rua Barroso Neto,317,183.0,
185827,520000.0,98.0,-19.946207,-43.9264973,3,2,1,1,300.0,1300.0,centro-sul,Anchieta,Rua Vitório Marcola,761,183.0,
352284,565000.0,104.13,-19.975167300000003,-43.96326929999998,3,1,1,2,650.0,212.76,oeste,Buritis,None,183,,
42025,660000.0,85.0,-19.9315331,-43.96316899999999,3,3,1,2,300.0,200.0,oeste,Prado,Rua Cura D Ars,620,183.0,
224998,719000.0,79.81,-19.9249367,-43.9601796,3,3,1,3,0.0,0.0,oeste,Prado,Rua Chapecó,538,183.0,
366745,1150000.0,198.0,-19.943177,-43.92136719999996,4,3,1,2,995.0,325.01,centro-sul,Serra,Rua Caraça,211,183.0,
8313,360000.0,140.0,-19.9185182,-43.93803450000002,3,3,1,1,205.0,140.0,norte,Vila Cloris,None,183,,
1834785,798122.11,63.36,-19.93616,-43.93241999999998,2,3,2,2,0.0,0.0,centro-sul,Savassi,Rua dos Inconfidentes ,1158,183.0,
1834898,819828.8,63.36,-19.93616,-43.93241999999998,2,3,2,2,0.0,0.0,centro-sul,Savassi,Rua dos Inconfidentes ,1158,184.0,
1834794,857829.6,93.47,-19.93616,-43.93241999999998,2,3,2,2,0.0,0.0,centro-sul,Savassi,Rua dos Inconfidentes ,1158,184.0,
1834905,872198.13,67.4,-19.9322613,-43.94363529999998,2,2,1,2,0.0,0.0,centro-sul,Lourdes,Rua Tomaz Gonzaga,706,184.0,
1834897,928642.33,85.04,-19.93616,-43.93241999999998,2,3,2,2,0.0,0.0,centro-sul,Savassi,Rua dos Inconfidentes ,1158,184.0,
1834900,966984.0,74.96,-19.93616,-43.93241999999998,2,3,2,2,0.0,0.0,centro-sul,Savassi,Rua dos Inconfidentes ,1158,184.0,
1834901,1247558.08,102.75,-19.93616,-43.93241999999998,2,3,2,2,0.0,0.0,centro-sul,Savassi,Rua dos Inconfidentes ,1158,184.0,
33504,2771058.0,194.06,-19.9350202,-43.95898790000001,4,2,2,4,0.0,0.0,oeste,Gutierrez,Rua General Dionísio Cerqueira,200,184.0,
1609922,2982801.0,197.05,-19.935122,-43.9589383,4,2,2,4,0.0,0.0,oeste,Gutierrez,Rua General Dionísio Cerqueira,200,184.0,
35737,1100000.0,180.0,-19.974293799999998,-43.96656059999998,4,4,2,4,0.0,211.94,oeste,Buritis,Rua José Hemetério Andrade,200,184.0,
42694,340000.0,77.0,-19.8715692,-43.918800999999974,3,3,2,2,200.0,0.0,nordeste,Fernão Dias,Rua Assunção de Marco Teixeira,36,184.0,
130409,260000.0,60.0,-19.889193300000002,-43.94034449999998,3,2,1,1,334.6,82.41,nordeste,Silveira,None,184,,
157733,580000.0,85.0,-19.9692867,-43.965988900000006,3,2,1,2,580.0,225.19,oeste,Estoril,None,184,,
2234695,420000.0,100.0,-19.979348899999998,-43.96978690000003,3,1,1,2,450.0,1708.0,oeste,Buritis,None,184,,
3250239,1880000.0,212.0,-19.967352899999998,-43.95056869999996,4,5,2,4,2420.0,1212.78,centro-sul,Santa Lúcia,None,185,,
1834962,903623.98,66.85,-19.9322613,-43.94363529999998,2,2,1,2,0.0,0.0,centro-sul,Lourdes,Rua Tomaz Gonzaga,706,185.0,
1834969,913442.84,63.94,-19.9322613,-43.94363529999998,2,2,1,2,0.0,0.0,centro-sul,Lourdes,Rua Tomaz Gonzaga,706,185.0,
1834963,916471.72,66.85,-19.9322613,-43.94363529999998,2,2,1,2,0.0,0.0,centro-sul,Lourdes,Rua Tomaz Gonzaga,706,185.0,
3244864,280000.0,89.0,-19.918560999999997,-43.94140629999998,3,1,0,0,380.0,0.0,centro-sul,Centro,Rua dos Carijós,826,185.0,
1710544,870000.0,96.41,-19.939072,-43.91874000000002,3,2,1,2,750.0,170.0,centro-sul,Serra,None,185,,
3254796,125000.0,45.38,-19.979858800000002,-43.991308900000035,2,1,0,1,180.0,0.0,barreiro,Bonsucesso,None,185,,
3246739,129000.0,57.69,-20.000374700000002,-44.00246099999998,2,1,0,1,150.0,0.0,barreiro,Urucuia,None,185,,
313027,143000.0,42.0,-19.819685500000002,-43.943042200000036,2,1,0,1,179.0,26.59,norte,Juliana,None,185,,
133404,160000.0,63.98,-19.875366,-44.01414009999996,3,1,0,1,120.0,0.0,pampulha,Serrano,None,185,,
3247132,160000.0,59.9,-19.936301,-44.01964599999997,2,1,0,1,290.0,66.6,noroeste,Santa Maria,Rua Pastor Mamélio Ferreira,147,185.0,
166481,175000.0,67.7,-20.0009069,-44.00567539999997,3,1,0,1,80.0,0.0,barreiro,Urucuia,None,185,,
3266360,180000.0,63.0,-19.914143300000003,-43.950117600000006,2,1,0,1,190.0,27.0,noroeste,Carlos Prates,None,185,,
1840158,198000.0,60.0,-19.938418300000002,-43.98366299999998,2,1,0,1,200.0,26.0,oeste,Salgado Filho,None,185,,
154923,200000.0,59.84,-19.9407558,-44.01458689999998,2,1,0,1,295.0,80.33,noroeste,Camargos,None,186,,
281640,220000.0,65.29,-20.0057424,-44.00774100000001,2,1,0,1,330.0,67.58,barreiro,Cardoso,None,186,,
13210,240000.0,52.0,-19.9801958,-43.96882019999998,2,1,0,1,257.0,75.1,oeste,Estoril,None,186,,
3258435,260000.0,75.0,-19.9195241,-43.98098900000002,3,2,0,1,270.0,68.0,noroeste,Padre Eustáquio,None,186,,
2876831,269000.0,72.0,-19.9176846,-43.98371050000003,3,3,1,2,300.0,77.0,noroeste,Padre Eustáquio,None,186,,
1685553,270000.0,65.0,-19.8694766,-43.984644900000035,3,1,0,1,220.0,0.0,pampulha,Ouro Preto,None,186,,
1845866,275000.0,60.0,-19.8678783,-43.95520970000001,3,1,0,1,366.67,80.71,pampulha,Liberdade,None,186,,
12825,278000.0,70.0,-19.956734899999997,-43.98360790000004,3,2,1,1,314.0,83.0,oeste,Cinquentenário,None,186,,
992822,280000.0,56.6,-19.865678600000003,-43.9556073,2,1,0,1,285.0,44.46,pampulha,Liberdade,None,186,,
340545,290000.0,75.13,-19.906287300000002,-43.94227920000003,3,2,0,1,190.0,85.11,leste,Sagrada Família,None,186,,
36734,295000.0,30.0,-19.968666199999998,-43.95453529999998,1,1,1,1,418.41,75.51,oeste,Estoril,None,186,,
1580628,300000.0,119.05,-19.970388600000003,-44.01751869999998,2,2,0,2,356.0,75.92,barreiro,Barreiro de Baixo,None,186,,
3257008,310000.0,53.7,-19.925023,-43.918053999999984,2,1,0,1,314.45,87.17,leste,São Lucas,None,186,,
335661,320000.0,60.59,-19.8757492,-43.91543279999996,2,2,1,2,200.0,86.36,nordeste,Fernão Dias,None,186,,
50464,325000.0,65.49,-19.9867768,-44.02005150000002,2,2,0,1,20.0,29.0,barreiro,Teixeira Dias,None,187,,
31209,330000.0,100.0,-19.9398829,-43.95713599999999,3,1,1,1,300.0,103.35,oeste,Gutierrez,None,187,,
2383240,330000.0,98.95,-19.874208199999998,-43.91577039999999,2,2,1,2,290.0,1586.31,nordeste,Fernão Dias,None,187,,
3258501,330000.0,80.0,-19.948003,-43.94442600000002,3,2,1,1,639.45,170.88,centro-sul,Santo Antônio,None,187,,
1657121,335000.0,83.0,-19.8784153,-44.0087671,3,2,1,2,225.32,103.06,pampulha,Serrano,None,187,,
178578,350000.0,100.0,-19.9471079,-43.95041809999998,3,2,1,1,530.0,191.67,centro-sul,Vila Paris,None,187,,
181698,350000.0,125.37,-19.8244659,-43.9825955,3,2,0,1,130.0,0.0,pampulha,Santa Mônica,None,187,,
357539,350000.0,137.91,-19.9079658,-43.97098700000004,3,3,0,1,400.0,85.0,noroeste,Caiçaras,None,187,,
2682012,350000.0,83.0,-19.9551535,-43.9686552,3,2,1,2,220.0,118.0,oeste,Estoril,None,187,,
3236621,350000.0,116.0,-19.9044521,-43.9172193,3,1,0,1,260.0,80.87,leste,Sagrada Família,None,187,,
1632895,360000.0,110.0,-19.9778878,-43.96884720000003,3,3,1,2,550.0,254.0,oeste,Buritis,None,187,,
3239947,360000.0,86.0,-19.9663867,-43.97021599999999,3,2,1,1,350.0,105.6,leste,São Lucas,None,187,,
3240438,360000.0,86.0,-19.9051175,-43.97421429999997,3,2,0,1,0.0,68.0,noroeste,Caiçaras,None,187,,
3253921,360000.0,129.66,-19.883139,-43.916245,3,1,1,2,380.0,126.52,nordeste,União,None,187,,
3245767,369000.0,91.3,-19.903933,-43.96895000000001,3,3,1,1,250.0,117.36,noroeste,Caiçaras,None,187,,
353179,370000.0,90.0,-19.940426000000002,-43.91979400000002,3,2,1,1,200.0,110.82,centro-sul,Serra,None,187,,
2876835,370000.0,89.9,-19.995973199999998,-44.02354589999999,3,1,0,1,300.0,1365.11,barreiro,Diamante,None,187,,
3252719,375000.0,65.0,-19.921831899999997,-43.978414999999984,2,1,1,2,300.0,157.11,noroeste,Padre Eustáquio,None,187,,
3263046,380000.0,84.37,-19.884709899999997,-43.924421,3,4,2,1,300.0,155.13,leste,Cidade Nova,None,188,,
3213547,390000.0,127.01,-19.9226264,-43.93948560000001,3,1,0,0,750.0,137.0,centro-sul,Centro,None,188,,
3241032,390000.0,67.19,-19.968981,-43.96787280000001,3,2,1,2,613.8,179.81,oeste,Buritis,None,188,,
341188,400000.0,90.0,-19.8851366,-43.92001670000002,3,1,1,2,204.0,103.37,nordeste,União,None,188,,
3236227,420000.0,126.0,-19.946896,-43.93966599999999,3,1,1,1,660.0,109.55,centro-sul,São Pedro,None,188,,
1848792,425000.0,109.0,-19.9812693,-43.97835069999997,3,3,1,2,495.0,110.0,oeste,Buritis,None,188,,
3252308,425000.0,60.0,-19.970035,-43.966612,2,1,1,1,550.0,148.84,oeste,Buritis,None,188,,
7236,460000.0,96.0,-19.870821,-43.93352500000003,3,2,1,2,360.0,133.0,nordeste,Palmares,None,188,,
59171,495000.0,123.8,-19.910061199999998,-43.9689578,3,3,1,2,270.0,114.35,noroeste,Caiçaras,None,188,,
338746,499000.0,132.97,-19.941594199999997,-43.97520320000001,3,4,1,2,400.0,126.25,oeste,Jardim América,None,188,,
3247180,517000.0,136.0,-19.906354399999998,-43.9045276,3,2,1,2,420.0,129.0,leste,Esplanada,None,188,,
3263337,525000.0,110.0,-19.936464899999997,-43.96168499999999,3,2,1,2,730.0,68.28,oeste,Gutierrez,None,188,,
3267223,540000.0,139.0,-19.8727747,-43.92196849999999,3,3,1,2,590.0,130.0,nordeste,Fernão Dias,None,188,,
352657,570000.0,190.0,-19.962309299999998,-43.94574639999996,4,2,1,2,1250.0,244.66,centro-sul,São Bento,None,188,,
3262543,595000.0,130.0,-19.87799,-44.001813999999975,3,3,1,2,380.0,120.0,pampulha,Castelo,None,188,,
991003,620000.0,112.0,-19.915466600000002,-43.97609769999997,4,3,1,3,650.0,210.0,noroeste,Padre Eustáquio,None,189,,
169241,650000.0,170.0,-19.9422802,-43.94684380000001,3,1,1,2,350.0,210.93,centro-sul,Santo Antônio,None,189,,
485306,650000.0,132.0,-19.932619,-43.9311093,4,3,1,1,250.0,185.44,centro-sul,Santa Efigênia,None,189,,
355880,700000.0,98.0,-19.9593355,-43.9377457,3,3,1,2,1018.0,236.0,centro-sul,Sion,None,189,,
255938,750000.0,128.95,-19.9326877,-43.920552999999984,4,2,1,2,584.0,213.32,leste,São Lucas,None,189,,
2493432,796000.0,177.04,-19.863924100000002,-43.94288119999999,3,3,1,2,400.0,129.8,pampulha,Santa Rosa,None,189,,
334435,850000.0,140.0,-19.9566664,-43.93048759999999,4,1,1,2,1100.0,290.07,centro-sul,Sion,None,189,,
343063,850000.0,140.0,-19.9324884,-43.93236580000002,4,1,1,1,350.0,236.0,centro-sul,Savassi,None,189,,
1034085,950000.0,223.92,-19.8714465,-43.98057210000002,4,3,1,4,500.0,260.14,pampulha,Ouro Preto,None,189,,
342820,970000.0,160.0,-19.928536800000003,-43.92905329999997,4,2,1,2,700.0,322.9,centro-sul,Funcionários,None,189,,
371931,1420000.0,180.0,-19.8755065,-43.99800900000002,5,2,5,3,450.0,160.0,pampulha,Castelo,None,189,,
40034,1490000.0,206.67,-19.9465617,-43.93761799999999,4,4,2,2,1200.0,1060.0,centro-sul,Sion,None,189,,
3254267,1700000.0,260.0,-19.960416,-43.928878000000005,4,4,2,3,1230.0,233.25,centro-sul,Sion,None,189,,
3235452,1800000.0,193.0,-19.951576,-43.933244,4,5,2,5,1980.0,1037.0,centro-sul,Sion,None,189,,
3247011,280000.0,69.0,-19.8626512,-43.9983838,2,2,1,1,370.0,0.0,pampulha,Bandeirantes (pampulha),Avenida Heráclito Mourão de Miranda,3303,189.0,
3251533,268000.0,65.0,-19.9698302,-43.96899669999999,3,2,1,1,290.0,89.9,oeste,Buritis,Rua Ernani Agricola,684,190.0,
246228,385000.0,80.0,-19.8233238,-43.945472,3,2,1,2,0.0,0.0,norte,Vila Cloris,Rua das Tangerinas,631,190.0,
3216093,140000.0,44.0,-19.845752100000002,-43.88567849999998,2,1,0,1,150.0,0.0,nordeste,Jardim Vitória,Rua dos Borges,1390,190.0,
3244569,252000.0,52.84,-19.9521947,-43.97630679999998,2,1,0,1,250.0,120.0,oeste,Havaí,None,190,,
3244614,260000.0,52.84,-19.9524582,-43.976597800000036,2,1,0,1,250.0,120.0,oeste,Havaí,None,190,,
34655,270000.0,100.0,-25.272470000000002,-54.083892799999994,2,2,1,2,80.0,120.0,venda-nova,Parque Leblon,None,190,,
50390,277000.0,87.0,-19.949234,-43.95608099999998,3,1,0,1,500.0,134.0,centro-sul,Luxemburgo,None,190,,
149967,670000.0,100.0,-19.9437384,-43.95174910000003,3,2,1,2,1150.0,344.0,centro-sul,Luxemburgo,None,190,,
353522,1200000.0,147.0,-19.930568899999997,-43.944682,4,2,1,2,1400.0,317.0,centro-sul,Lourdes,None,190,,
63491,850000.0,134.0,-19.971527,-43.96727880000003,4,3,2,4,400.0,474.3,oeste,Buritis,None,190,,
3265350,150000.0,50.0,-19.785087,-43.93207699999999,2,1,0,1,150.0,0.0,venda-nova,São João Batista,Rua Santo Antônio,773,190.0,
167504,449000.0,120.0,-19.9725366,-43.97157549999997,3,3,2,2,210.0,117.0,oeste,Buritis,None,190,,
18643,600000.0,110.0,-19.9306977,-43.9197188,3,3,1,1,550.0,155.0,centro-sul,Serra,None,190,,
169727,217000.0,65.0,-19.8890527,-44.00208920000001,3,1,0,1,150.0,70.0,pampulha,Pampulha,Avenida dos Engenheiros,1300,191.0,
327193,425000.0,76.15,-19.8284437,-43.956227300000016,3,1,1,2,250.0,90.54,norte,Planalto,None,191,,
3216668,269000.0,67.88,-20.0051658,-44.00530789999999,3,1,1,1,343.0,0.0,barreiro,Urucuia,Rua Barão de Monte Alto,851,191.0,
56677,261350.0,73.0,-19.8649045,-43.89956840000002,3,1,1,1,0.0,0.0,nordeste,Goiânia,Rua Ganso,77,191.0,
56678,270000.0,73.0,-19.8649045,-43.89956840000002,3,1,1,1,0.0,0.0,nordeste,Goiânia,Rua Ganso,77,191.0,
56679,278834.0,73.0,-19.8649045,-43.89956840000002,3,1,1,1,0.0,0.0,nordeste,Goiânia,Rua Ganso,77,191.0,
56683,279620.0,73.0,-19.8649045,-43.89956840000002,3,1,1,1,0.0,0.0,nordeste,Goiânia,Rua Ganso,77,191.0,
56682,280560.0,73.0,-19.8649045,-43.89956840000002,3,1,1,1,0.0,0.0,nordeste,Goiânia,Rua Ganso,77,191.0,
56680,290870.0,73.0,-19.8649045,-43.89956840000002,3,1,1,1,0.0,0.0,nordeste,Goiânia,Rua Ganso,77,191.0,
56690,290870.0,73.0,-19.8649045,-43.89956840000002,3,1,1,1,0.0,0.0,nordeste,Goiânia,Rua Ganso,77,191.0,
56693,292876.0,73.0,-19.8649045,-43.89956840000002,3,1,1,1,0.0,0.0,nordeste,Goiânia,Rua Ganso,77,191.0,
56700,294552.0,73.0,-19.8649045,-43.89956840000002,3,1,1,1,0.0,0.0,nordeste,Goiânia,Rua Ganso,77,191.0,
56661,298000.0,73.0,-19.866818300000002,-43.90014129999997,3,1,1,1,0.0,0.0,nordeste,Goiânia,Rua Ganso,77,191.0,
1839832,170000.0,53.78,-19.7931347,-43.95340250000004,2,1,0,1,120.0,0.0,venda-nova,Serra Verde (venda Nova),Rua Antônio de Paiva Meirelles,278,191.0,
13732,559000.0,111.53,-19.970697,-43.97254909999998,4,3,1,2,390.0,230.0,oeste,Buritis,None,191,,
13733,559000.0,111.53,-19.970697,-43.97254909999998,4,3,1,2,390.0,230.0,oeste,Buritis,None,191,,
246125,448000.0,80.0,-19.8233238,-43.945472,3,2,1,2,0.0,0.0,pampulha,Itapoã,Rua das Tangerinas,631,191.0,
56694,284852.0,73.0,-19.8649045,-43.89956840000002,3,1,1,1,0.0,0.0,nordeste,Goiânia,Rua Ganso,77,192.0,
56758,400000.0,42.0,-19.9397696,-43.93013189999999,1,1,1,1,345.0,210.0,centro-sul,Cruzeiro,None,192,,
58739,110000.0,40.0,-19.800253100000003,-43.94996449999997,2,1,0,1,130.0,0.0,venda-nova,Serra Verde (venda Nova),Rua Antônio de Paiva Meirelles,105,192.0,
3244868,199990.0,43.94,-19.8339154,-43.94609300000002,2,1,0,1,250.0,0.0,norte,Planalto,Rua Osório Duque Estrada - Lado Par,560,192.0,
132355,229000.0,69.0,-19.8426342,-43.939487499999984,2,1,0,1,0.0,0.0,norte,Heliópolis,Rua Nair Pentagna Guimarães,215,192.0,
348381,275000.0,60.4,-19.961931,-43.980504,3,1,1,1,190.0,70.0,oeste,Betânia,Rua Júlio de Castilho,1022,192.0,
170351,320000.0,75.0,-19.9744,-43.9760589,2,2,1,2,200.0,90.0,oeste,Buritis,Rua Deputado Fábio Vasconcelos,252,192.0,
1526329,395000.0,70.42,-19.855244,-43.95413500000001,3,2,1,2,550.0,300.0,pampulha,Liberdade,Rua Boaventura,1935,192.0,
3262389,398000.0,81.12,-19.938851261361656,-44.032241275732424,3,2,1,2,300.0,0.0,noroeste,Camargos,Rua Rogério Luciano,20,192.0,
1909306,490000.0,71.0,-19.919475199999997,-43.93017229999998,2,1,1,2,800.0,187.81,leste,Floresta,Rua Aquiles Lobo,568,192.0,
38496,530000.0,145.63,-5.205409099999999,-37.35452429999997,4,3,1,2,0.0,119.0,oeste,Nova Suíssa,Rua Joaquim Nabuco,732,192.0,
166293,259000.0,56.04,-19.981235100000003,-43.9783314,2,2,1,2,307.0,66.7,oeste,Buritis,None,192,,
180560,215000.0,45.0,-19.9618255,-43.98812179999999,2,1,0,1,190.0,56.46,oeste,Betânia,Rua das Canoas,555,192.0,
268898,290000.0,63.0,-19.861067000000002,-43.9570564,3,1,0,1,210.0,0.0,pampulha,Liberdade,Rua João Fernandes,77,192.0,
144946,1550000.0,201.14,-22.683785999999998,-43.60227199999997,4,4,2,4,1250.0,400.0,centro-sul,Santa Lúcia,None,192,,
147204,1600000.0,202.0,-22.683785999999998,-43.60227199999997,4,5,2,5,1250.0,400.0,centro-sul,Santa Lúcia,None,193,,
1578222,360000.0,78.3,-19.934821499999998,-43.97762410000002,3,3,1,2,330.0,146.0,oeste,Nova Suíssa,None,193,,
171628,395000.0,69.0,-19.914146399999996,-43.96606159999999,2,2,1,2,200.0,115.0,noroeste,Padre Eustáquio,None,193,,
3247168,495000.0,71.58,-19.9409621,-43.95900670000003,3,2,1,2,445.49,184.93,oeste,Gutierrez,None,193,,
3247439,650000.0,74.98,-19.9758164,-43.94346580000001,2,3,2,2,675.0,328.76,centro-sul,Belvedere,None,193,,
157952,680000.0,212.0,-19.968141,-43.970821,3,4,2,3,560.0,320.0,oeste,Buritis,None,193,,
3261701,720800.0,140.0,-19.9483901,-43.949427600000035,2,3,1,2,826.4,262.09,centro-sul,Luxemburgo,None,193,,
170530,230000.0,60.0,-19.9742921,-43.96448900000002,3,2,1,1,250.0,860.01,oeste,Buritis,Rua Juruena,91,193.0,
353656,295000.0,56.08,-19.9122046,-43.9009433,2,1,1,1,350.0,95.0,leste,Pompéia,None,193,,
170187,210000.0,50.0,-19.8795122,-43.919005800000036,1,1,0,0,280.0,0.0,nordeste,União,Rua Professor Geraldo Fontes,160,193.0,
49503,1090000.0,133.0,-19.9538346,-43.92808159999999,3,3,1,4,1600.0,775.52,centro-sul,Sion,None,193,,
338500,375000.0,66.65,-19.8734876,-43.99206170000002,3,2,1,2,350.0,1209.44,pampulha,Paquetá,Rua Gasparino Carvalho Silva,75,193.0,
149549,170000.0,42.52,-19.993076199999997,-44.01832309999998,2,1,0,1,130.0,0.0,barreiro,Santa Cruz (barreiro),None,194,,
139479,950000.0,150.0,-19.9527565,-43.9244309,3,3,1,2,800.0,367.0,centro-sul,Mangabeiras,None,194,,
27565,760000.0,156.0,-19.9704832,-43.96960849999999,4,4,3,3,1100.0,238.0,oeste,Buritis,None,194,,
1754986,210000.0,53.0,-19.9500306,-43.94020810000001,2,2,1,1,0.0,0.0,pampulha,Copacabana,Rua La Paz,130,194.0,
13560,280000.0,90.0,-19.933107,-43.97565099999997,3,2,0,1,175.0,0.0,oeste,Nova Suíssa,Rua Java,140,194.0,
