Imovel_ID,Preço,Area,Latitude,Longitude,Qtde_Quartos,Qtde_Banheiros,Qtde_Suites,Vagas_Garagem,Valor_IPTU,Valor_Cond,Regiao,Bairro,DataExtração,Rua,Numero,Unnamed: 17
3265320,770000.0,200.0,-19.8712908,-43.978102499999984,4,2,1,3,630.0,196.0,pampulha,São Luiz (pampulha),Rua Jornalista Wilson Ângelo,15,92.0,
3256213,780000.0,135.3,-19.931670999999998,-43.9611329,3,4,2,2,490.0,190.0,oeste,Gutierrez,Rua General Andrade Neves,105,92.0,
3258730,780000.0,125.0,-19.9331784,-43.92706290000001,3,1,1,1,980.0,200.0,centro-sul,Funcionários,Avenida Getúlio Vargas,157,92.0,
3262181,780000.0,135.8,-19.874230700000002,-43.93127419999996,4,1,1,4,500.0,226.0,nordeste,Palmares,Rua Coronel Jairo Pereira,615,92.0,
51239,790000.0,143.0,-19.9731358,-43.9673315,3,2,1,3,450.0,120.0,oeste,Buritis,Rua José Hemetério Andrade,70,92.0,
160431,790000.0,251.0,-19.9286935,-43.96981719999997,4,3,1,3,300.0,198.92,oeste,Prado,Rua João da Cunha,95,93.0,
337402,790000.0,128.0,-19.9730685,-43.96715949999998,4,3,1,3,501.0,200.0,oeste,Buritis,Rua José Hemetério Andrade,41,93.0,
2895597,790000.0,140.0,-19.940915,-43.95622500000002,4,4,1,2,1000.0,272.0,oeste,Gutierrez,Rua Conselheiro Andrade Figueira,93,93.0,
3236194,790000.0,166.74,-19.893872100000003,-43.9078571,3,2,2,2,250.0,168.24,leste,Boa Vista,Rua Joaquim Manhães,21,93.0,
3261159,790000.0,175.18,-19.833939899999997,-43.962011200000006,3,3,1,3,350.0,153.0,pampulha,Pampulha,Rua Sapucaí-mirim,302,93.0,
3238509,795000.0,77.68,-19.9368822,-43.93116599999996,2,2,1,2,664.3,270.41,centro-sul,Funcionários,Rua Professor Morais,210,93.0,
3240779,795000.0,156.0,-19.973731100000002,-43.97304199999997,4,4,2,3,660.0,242.0,oeste,Buritis,Rua Vereador Washington Walfrido,158,93.0,
3243524,795000.0,192.13,-19.9793134,-43.96808179999999,3,3,1,3,660.0,265.0,oeste,Buritis,Rua Esmeraldo Botelho,157,93.0,
146850,797000.0,99.08,-19.9315195,-43.9269271,3,3,1,2,573.0,380.0,centro-sul,Funcionários,Rua dos Aimorés,615,93.0,
1584505,800000.0,166.0,-19.935416399999998,-43.93491540000002,4,2,1,1,1300.0,213.7,centro-sul,Savassi,Rua Pernambuco,1303,93.0,
3243581,800000.0,100.0,-19.939682100000002,-43.9197557,3,3,1,2,708.0,215.41,centro-sul,Serra,Rua do Ouro,1200,93.0,
1528668,810000.0,128.0,-19.9730685,-43.96715949999998,4,3,1,3,501.0,200.0,oeste,Buritis,Rua José Hemetério Andrade,41,93.0,
1528669,810000.0,128.0,-19.9730685,-43.96715949999998,4,3,1,3,501.0,200.0,oeste,Buritis,Rua José Hemetério Andrade,41,93.0,
217464,820000.0,162.92,-19.979477,-43.974526800000035,4,3,2,2,605.0,172.24,oeste,Buritis,Avenida Deputado Cristóvam Chiaradia,200,93.0,
1735002,820000.0,180.0,-19.942128699999998,-43.957427,4,4,1,4,880.0,305.0,oeste,Gutierrez,Rua Bernardino de Campos,148,93.0,
3248419,820000.0,127.32,-19.974814000000002,-43.96509979999996,4,4,1,3,400.0,368.92,oeste,Buritis,Rua Henrique Furtado Portugal,218,93.0,
351598,839000.0,130.0,-19.946706,-43.95657849999998,3,2,1,2,980.0,227.27,oeste,Gutierrez,Rua Engenheiro Albert Scharle,157,94.0,
1528672,840000.0,128.0,-19.9730685,-43.96715949999998,4,3,1,3,501.0,200.0,oeste,Buritis,Rua José Hemetério Andrade,41,94.0,
2343056,849000.0,82.32,-19.930873100000003,-43.933862100000006,2,3,1,2,1100.0,300.0,centro-sul,Lourdes,Rua Bernardo Guimarães,1861,94.0,
10654,850000.0,112.0,-19.9754733,-43.97690030000001,4,1,2,2,732.0,222.0,oeste,Buritis,Rua Eli Seabra Filho,405,94.0,
11315,850000.0,60.0,-19.9221152,-43.94900519999999,1,2,1,1,800.0,218.0,centro-sul,Santo Agostinho,Rua Araguari,1399,94.0,
41102,850000.0,119.0,-19.8995425,-43.92533809999998,4,3,2,3,500.0,174.0,leste,Sagrada Família,Rua Geraldo Faria de Souza,226,94.0,
65610,850000.0,130.74,-19.916576100000004,-43.93467989999999,3,3,1,3,620.0,220.27,oeste,Prado,Rua dos Pampas,630,94.0,
146713,850000.0,172.0,-19.9562457,-43.93285470000001,4,3,1,2,300.0,220.21,centro-sul,Sion,Rua Guaratinga,126,94.0,
335267,850000.0,154.0,-19.970529,-43.96881350000001,4,6,2,3,1236.0,356.0,oeste,Buritis,Rua Stella Hanriot,85,94.0,
363487,850000.0,170.0,-19.931715899999997,-43.93475080000002,4,3,1,1,1200.0,150.0,centro-sul,Lourdes,Rua Bernardo Guimarães,630,94.0,
1609429,850000.0,126.0,-19.968060100000002,-43.969509000000016,4,3,1,3,950.0,272.0,oeste,Buritis,Rua Tito Guimarães,12,94.0,
3253386,850000.0,160.0,-19.9431794,-43.95867129999999,4,3,1,2,1200.0,222.62,oeste,Gutierrez,Rua Professor Baroni,40,94.0,
3257341,850000.0,118.62,-19.949421899999997,-43.956211,2,2,1,3,515.0,254.31,centro-sul,Luxemburgo,Rua Doutor Helvécio Arantes,40,94.0,
3258727,850000.0,165.13,-19.975119,-43.97383769999999,4,2,1,2,480.0,235.78,oeste,Buritis,Rua Eli Seabra Filho,100,94.0,
3258887,850000.0,95.0,-19.9328638,-43.93018330000001,3,3,1,2,850.0,342.0,centro-sul,Serra,Rua Gonçalves Dias,59,94.0,
3265865,850000.0,147.13,-19.8796914,-43.981884000000036,4,3,2,3,1200.0,293.62,pampulha,Ouro Preto,Rua Desembargador Paulo Mota,1665,95.0,
162747,860000.0,113.0,-19.9436652,-43.952610799999995,3,4,2,2,1000.0,385.45,centro-sul,Coração de Jesus,Rua Anita Garibaldi,150,95.0,
3258306,865000.0,130.6,-19.9856285,-43.97661549999998,4,3,2,4,620.0,234.0,oeste,Buritis,Rua Rubens Caporali Ribeiro,839,95.0,
3251948,873996.97,197.92,-19.8876035,-43.89305630000001,3,2,2,3,400.0,40.0,leste,Boa Vista,Rua José Silva Passos,300,95.0,
3250829,875000.0,115.27,-19.8791496,-44.000201,4,2,1,3,682.27,262.01,pampulha,Castelo,Rua Castelo de Tordesilhas,130,95.0,
155460,880000.0,200.0,-19.8668811,-43.98968980000001,3,4,1,3,550.0,80.0,pampulha,Paquetá,Rua Pedrogão Pequeno,55,95.0,
3234588,880000.0,147.43,-19.8729965,-43.92861900000002,4,2,3,3,500.0,250.27,nordeste,Palmares,Rua José Barsand de Leucas,70,95.0,
1529883,889000.0,200.0,-19.9265275,-43.939291499999975,4,2,1,1,900.0,330.0,centro-sul,Lourdes,Rua Espírito Santo,1752,95.0,
365848,890000.0,168.0,-19.8306691,-43.954574999999984,4,1,2,4,300.0,150.0,norte,Planalto,Rua Mário Batista da Costa,30,95.0,
365850,890000.0,168.0,-19.8306691,-43.954574999999984,4,2,2,4,250.0,150.0,norte,Planalto,Rua Mário Batista da Costa,30,95.0,
1525305,890000.0,151.0,-19.9685437,-43.96790099999998,4,2,2,3,1000.0,402.08,oeste,Estoril,Rua Professora Bartira Mourão,531,95.0,
1528720,890000.0,128.0,-19.9730685,-43.96715949999998,4,3,1,3,501.0,200.0,oeste,Buritis,Rua José Hemetério Andrade,41,95.0,
3245493,890000.0,86.0,-19.930188,-43.92380900000001,3,3,1,2,850.0,330.0,centro-sul,Santa Efigênia,Rua Grão Pará,926,95.0,
354490,895000.0,199.05,-19.9190638,-43.97575599999999,4,4,1,2,670.0,257.67,noroeste,Padre Eustáquio,Rua Coronel José Benjamim,1300,95.0,
147593,897000.0,130.0,-19.927659100000003,-43.96216809999999,4,3,1,3,870.0,200.0,oeste,Prado,Rua Esmeralda,661,95.0,
63897,900000.0,85.0,-19.9384148,-43.92977380000002,3,3,1,2,900.0,240.23,centro-sul,Savassi,Rua Tomé de Souza,291,96.0,
343205,900000.0,87.0,-19.9297742,-43.9440808,3,2,1,2,664.0,380.0,centro-sul,Lourdes,Rua Curitiba,1544,96.0,
1609919,900000.0,100.0,-19.918517,-43.940537000000006,3,2,1,0,350.0,88.88,centro-sul,Centro,Rua dos Carijós,106,96.0,
3266472,900000.0,130.0,-19.972174600000002,-43.96802630000002,4,3,1,3,950.0,292.58,oeste,Buritis,Rua Ernani Agricola,15,96.0,
30210,909540.0,107.72,-19.979247,-43.97912359999998,4,2,1,2,783.77,215.74,oeste,Buritis,Rua Sílvio Menicucci,143,96.0,
30613,909540.0,107.72,-19.979247,-43.97912359999998,4,2,1,2,783.77,215.74,oeste,Buritis,Rua Sílvio Menicucci,143,96.0,
30229,918514.0,107.72,-19.979247,-43.97912359999998,4,2,1,2,783.77,215.74,oeste,Buritis,Rua Sílvio Menicucci,143,96.0,
2684579,920000.0,100.0,-19.9555047,-43.95089680000001,3,2,1,2,1000.0,290.0,centro-sul,São Bento,Rua Coronel Antônio Garcia de Paiva,77,96.0,
338479,930000.0,154.53,-19.9770188,-43.966498099999974,4,2,1,4,483.0,335.0,oeste,Buritis,Rua Doutor Célio Andrade,15,96.0,
336973,936000.0,107.0,-19.9566765,-43.93851589999997,3,3,1,2,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,96.0,
48396,950000.0,122.0,-19.925155,-43.96787030000002,4,3,1,3,650.0,240.0,oeste,Prado,Rua Chopim,96,96.0,
101546,950000.0,260.0,-19.9373224,-43.94705929999998,4,4,1,2,1540.0,225.0,centro-sul,Santo Antônio,Avenida Prudente de Morais,195,96.0,
335048,950000.0,170.0,-19.966797,-43.96562499999999,4,3,1,3,1375.0,389.46,oeste,Buritis,Rua Engenheiro Alberto Pontes,355,96.0,
3254978,950000.0,196.0,-19.969680899999997,-43.96901509999998,4,5,2,4,950.0,419.08,oeste,Buritis,Rua Ernani Agricola,475,96.0,
336978,955000.0,107.0,-19.9566765,-43.93851589999997,3,3,1,2,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,96.0,
358279,955000.0,105.17,-19.941632100000003,-43.946103,3,3,1,3,1.0,1.0,centro-sul,Santo Antônio,Rua Paulo Afonso,486,96.0,
336974,957000.0,107.0,-19.9566765,-43.93851589999997,3,3,1,2,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,97.0,
163050,960000.0,220.0,-19.947333399999998,-43.94352179999999,3,3,1,2,750.0,120.0,centro-sul,Santo Antônio,Rua Matipó,333,97.0,
336977,968000.0,107.0,-19.9566765,-43.93851589999997,3,3,1,2,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,97.0,
731765,974000.0,107.0,-19.9565738,-43.937309899999995,3,3,1,2,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,97.0,
336980,978000.0,107.0,-19.9566765,-43.93851589999997,3,3,1,2,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,97.0,
6230,980000.0,168.0,-19.952903,-43.95174780000002,4,2,1,2,1100.0,473.0,centro-sul,Vila Paris,Rua Abadessa Gertrudes Prado,155,97.0,
128815,980000.0,133.0,-19.8952032,-43.929189399999984,4,3,2,4,300.0,276.0,nordeste,Silveira,Rua Tancredo da Silva Pinto,91,97.0,
157167,980000.0,300.0,-19.8746462,-43.93103969999999,4,3,1,3,400.0,293.51,nordeste,Palmares,Rua Professor Patrocínio Filho,296,97.0,
336991,983000.0,107.0,-19.9566765,-43.93851589999997,3,3,1,2,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,97.0,
60687,990000.0,291.0,-19.966355899999996,-43.94699500000002,4,3,2,3,1.0,1.0,centro-sul,Santa Lúcia,Rua Zodíaco,862,97.0,
3246813,990000.0,113.45,-19.9262579,-43.92337099999998,3,3,1,2,1200.0,401.56,centro-sul,Santa Efigênia,Rua dos Otoni,310,97.0,
19850,995000.0,85.36,-19.930479100000003,-43.93636279999998,3,3,1,2,850.0,1.0,centro-sul,Funcionários,Rua Sergipe,440,98.0,
166814,995000.0,122.84,-19.9492205,-43.93030590000001,3,3,1,2,2000.0,0.0,centro-sul,Anchieta,Rua Engenheiro Amaro Lanari,371,98.0,
363810,995000.0,327.43,-19.9776395,-43.96311960000003,4,5,2,3,400.0,430.0,oeste,Estoril,Rua José Hemetério Andrade,357,98.0,
2357632,995000.0,220.0,-19.983496600000002,-43.974180400000016,4,4,1,3,600.0,275.53,oeste,Buritis,Avenida Deputado Cristóvam Chiaradia,430,98.0,
3261422,995000.0,86.55,-19.934092,-43.937283999999984,3,3,1,2,850.0,1.0,centro-sul,Funcionários,Rua Sergipe,440,98.0,
11762,998792.04,78.64,-19.9275132,-43.9405261,3,2,1,2,580.0,350.0,centro-sul,Centro,Avenida Álvares Cabral,551,98.0,
1516699,998792.04,78.64,-19.9275132,-43.9405261,3,2,1,2,580.0,400.0,centro-sul,Centro,Avenida Álvares Cabral,551,98.0,
3242025,1000000.0,120.26,-19.946829100000002,-43.920706199999984,3,1,1,2,500.0,491.95,centro-sul,Serra,Rua Ramalhete,586,98.0,
3254406,1000000.0,143.0,-19.886522,-43.922888,4,3,1,3,450.0,0.01,leste,Cidade Nova,Rua Jornalista Afonso Rabelo,88,98.0,
336990,1001000.0,107.0,-19.9566765,-43.93851589999997,3,3,1,2,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,98.0,
19853,1015000.0,85.36,-19.9318281,-43.93667249999999,3,3,1,2,850.0,1.0,centro-sul,Funcionários,Rua Sergipe,440,98.0,
19854,1025000.0,85.36,-19.9318281,-43.93667249999999,3,3,1,2,850.0,1.0,centro-sul,Lourdes,Rua Sergipe,440,98.0,
160743,1030000.0,125.8,-19.9686794,-43.96807260000003,4,2,1,3,700.0,286.54,oeste,Buritis,Rua Professora Bartira Mourão,391,98.0,
3255825,1030000.0,150.0,-19.9748385,-43.9641105,4,5,2,3,1400.0,453.34,oeste,Estoril,Rua Aripuana,137,99.0,
336993,1031000.0,107.0,-19.9566765,-43.93851589999997,3,3,1,2,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,99.0,
336994,1041000.0,107.0,-19.9566765,-43.93851589999997,3,3,1,3,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,99.0,
365717,1050000.0,186.0,-19.9497844,-43.95724419999999,4,3,2,3,880.0,429.22,centro-sul,Luxemburgo,Rua Doutor Helvécio Arantes,16,99.0,
336995,1052000.0,107.0,-19.9566765,-43.93851589999997,3,3,1,3,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,99.0,
19839,1060000.0,108.25,-19.930479100000003,-43.93636279999998,3,3,1,3,850.0,1.0,centro-sul,Lourdes,Rua Sergipe,440,99.0,
337086,1062000.0,107.0,-19.9566765,-43.93851589999997,3,3,1,3,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,99.0,
3237699,1085000.0,192.0,-19.975046799999998,-43.9684378,5,1,4,4,1454.08,228.28,oeste,Buritis,Rua Cônsul Walter,15,99.0,
154781,1090000.0,163.0,-19.9409275,-43.94597269999997,4,2,1,2,1000.0,278.0,centro-sul,Santo Antônio,Rua Paulo Afonso,232,99.0,
1581503,1100000.0,120.0,-19.932063600000003,-43.92841590000001,3,2,1,4,750.0,318.18,centro-sul,Funcionários,Rua Bernardo Guimarães,202,99.0,
3255842,1100000.0,173.11,-19.92255193357349,-43.98613160209959,4,4,1,4,850.0,180.81,noroeste,Minas Brasil,Rua Padre Rossini Cândido,273,99.0,
336972,1110000.0,142.0,-19.9566765,-43.93851589999997,3,3,1,3,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,99.0,
135385,1150000.0,82.0,-19.9338422,-43.9313426,3,3,1,2,368.0,1.0,centro-sul,Funcionários,Rua Cláudio Manoel,878,100.0,
358251,1150000.0,196.69,-19.941632100000003,-43.946103,3,3,1,4,400.0,160.0,centro-sul,Santo Antônio,Rua Paulo Afonso,486,100.0,
3259407,1150000.0,141.0,-19.9668545,-43.96557519999999,4,4,1,3,1181.0,260.0,oeste,Buritis,Rua Engenheiro Alberto Pontes,489,100.0,
3234628,1170000.0,130.0,-19.939692899999997,-43.92076109999999,4,3,2,2,1800.0,450.0,centro-sul,Serra,Rua Dona Salvadora,108,100.0,
52418,1180000.0,170.0,-19.8791848,-43.99998849999997,4,3,1,3,540.0,269.15,pampulha,Castelo,Rua Castelo de Tordesilhas,130,100.0,
3240927,1180000.0,118.0,-19.928520199999998,-43.95920939999996,4,2,1,5,450.0,426.3,oeste,Prado,Rua Sertões,100,100.0,
358797,1190000.0,272.0,-19.976297600000002,-43.964210500000036,4,3,2,4,688.0,564.56,oeste,Buritis,Rua José Hemetério Andrade,257,100.0,
1736182,1190000.0,361.47,-19.952269100000002,-43.92377339999996,4,4,1,1,1200.0,444.22,centro-sul,Anchieta,Rua Joaquim Lustosa,71,100.0,
164628,1200000.0,168.0,-19.952962399999997,-43.95096109999997,4,2,1,2,1500.0,505.0,centro-sul,Vila Paris,Rua Abadessa Gertrudes Prado,155,100.0,
355436,1200000.0,160.0,-19.929880899999997,-43.944540500000016,3,3,1,1,605.0,233.68,centro-sul,Lourdes,Rua Curitiba,2543,100.0,
356005,1200000.0,107.77,-19.9295751,-43.94424359999999,2,3,2,2,900.0,663.0,centro-sul,Lourdes,Rua Curitiba ,1801,100.0,
358480,1200000.0,90.0,-19.9288056,-43.941149,2,3,1,2,1197.0,369.0,centro-sul,Lourdes,Rua Rio de Janeiro,2121,100.0,
363672,1200000.0,203.0,-19.8609525,-43.95329630000003,4,2,1,3,230.0,331.55,pampulha,Liberdade,Rua Duarte da Costa,311,100.0,
363915,1200000.0,280.0,-19.9493542,-43.94517200000002,4,4,1,4,1200.0,401.87,centro-sul,Santo Antônio,Rua Deputado Álvaro Sales,480,100.0,
29759,1220000.0,206.0,-19.9243622,-43.96231160000002,4,4,1,2,400.0,200.0,oeste,Prado,Rua Rio Claro,446,100.0,
337413,1220000.0,150.0,-19.973758,-43.963776,4,3,2,4,1350.0,470.0,oeste,Buritis,Rua Líbero Leone,400,100.0,
3236396,1220000.0,120.0,-19.9358557,-43.93246049999999,3,3,1,2,929.0,410.76,centro-sul,Savassi,Rua dos Inconfidentes ,1050,100.0,
14896,1250000.0,451.0,-19.969414800000003,-43.96883750000001,4,3,1,3,528.75,484.74,oeste,Buritis,Rua Ernani Agricola,410,101.0,
28396,1250000.0,249.68,-19.977220300000003,-43.96341680000001,5,6,3,4,1254.0,395.0,oeste,Buritis,Rua José Hemetério Andrade,645,101.0,
1673145,1250000.0,277.0,-19.966493600000003,-43.96652879999999,5,4,2,4,635.0,300.0,oeste,Buritis,Rua Professora Bartira Mourão,435,101.0,
3248461,1250000.0,152.0,-19.972174600000002,-43.96802630000002,4,2,3,4,1100.0,572.34,oeste,Buritis,Rua Ernani Agricola,27,101.0,
356469,1272000.0,155.0,-19.9689457,-43.97079339999999,4,5,2,4,900.0,400.0,oeste,Buritis,Rua Fidélis Martins,34,101.0,
1528667,1280000.0,254.52,-19.9730685,-43.96715949999998,4,3,1,4,501.0,250.0,oeste,Buritis,Rua José Hemetério Andrade,41,101.0,
1528670,1280000.0,254.52,-19.9730685,-43.96715949999998,4,3,1,4,501.0,250.0,oeste,Buritis,Rua José Hemetério Andrade,41,101.0,
361805,1290000.0,100.91,-19.9259924,-43.925859599999974,3,3,1,2,1000.0,362.09,centro-sul,Santa Efigênia,Rua dos Otoni,310,101.0,
3258317,1295000.0,132.0,-19.92661826180823,-43.94381743599853,4,3,2,3,1344.6,450.0,centro-sul,Santo Agostinho,Rua dos Aimorés,2162,101.0,
365721,1300000.0,230.0,-19.8760358,-43.99679939999999,4,3,1,3,650.0,130.0,pampulha,Castelo,Rua Castelo da Beira,583,101.0,
1671744,1300000.0,384.0,-19.882361,-43.92818999999997,4,5,2,3,800.0,354.0,nordeste,União,Rua Flor-de-jequitibá,45,101.0,
3229308,1300000.0,190.0,-19.9304622,-43.9403441,4,3,1,2,1420.0,506.41,centro-sul,Lourdes,Rua Gonçalves Dias,2162,101.0,
3258367,1300000.0,252.0,-19.893765,-43.93104299999999,5,3,1,4,850.0,2576.0,nordeste,Silveira,Rua Vicente de Paulo Almeida,226,101.0,
50309,1350000.0,169.71,-19.932709399999997,-43.93051359999998,4,3,1,2,1220.0,700.0,centro-sul,Lourdes,Rua Gonçalves Dias,1763,101.0,
1525323,1350000.0,320.0,-19.9681264,-43.9708349,5,4,3,4,1100.0,640.1,oeste,Buritis,Rua Fidélis Martins,85,101.0,
3246440,1350000.0,254.81,-19.856983,-43.95130599999999,3,4,1,4,550.0,196.01,pampulha,Pampulha,Rua Pedro Dutra,127,101.0,
3245443,1370000.0,286.87,-19.927001100000002,-43.966716599999984,4,3,2,3,850.0,333.0,oeste,Prado,Rua Rio Negro,107,102.0,
61494,1450000.0,161.6,-19.9465812,-43.9509079,4,5,2,3,1640.0,537.12,centro-sul,Luxemburgo,Rua Gentios,413,102.0,
3235117,1450000.0,142.67,-19.946447,-43.92955499999999,4,3,1,3,1617.0,1142.11,centro-sul,Anchieta,Rua Francisco Deslandes,151,102.0,
3212383,1490000.0,158.55,-19.9376242,-43.95599909999999,4,3,2,4,1635.39,580.63,oeste,Gutierrez,Rua Estácio de Sá,900,102.0,
3251975,1490000.0,280.0,-19.926882199999998,-43.96195290000003,5,3,1,3,740.0,256.0,oeste,Prado,Rua Esmeralda,562,102.0,
3260739,1500000.0,230.0,-19.973832100000003,-43.94182009999997,3,1,1,3,1380.0,594.13,centro-sul,Belvedere,Rua Juvenal Melo Senra,194,102.0,
358314,1590000.0,205.95,-19.941670499999997,-43.94595249999998,3,4,1,4,400.0,220.0,centro-sul,Santo Antônio,Rua Paulo Afonso,486,102.0,
2074033,1590000.0,274.0,-19.9351797,-43.93766900000003,4,0,0,0,2486.0,1304.0,centro-sul,Savassi,Rua Sergipe ,1274,102.0,
63907,1600000.0,430.0,-19.8896628,-43.92791769999997,5,5,2,5,1000.0,380.0,leste,Cidade Nova,Rua Júlio Pereira da Silva,100,102.0,
65852,1600000.0,230.0,-19.939273899999996,-43.9224274,4,5,3,3,2000.0,660.2,centro-sul,Serra,Rua Professor Estevão Pinto,521,102.0,
336086,1600000.0,190.29,-19.8923273,-43.92491459999997,4,1,2,4,1600.0,666.58,leste,Cidade Nova,Rua Vereador Teixeira de Azevedo,176,102.0,
340165,1600000.0,167.0,-19.929965300000003,-43.94586670000001,4,3,3,3,1550.0,504.59,centro-sul,Lourdes,Rua Santa Catarina,1300,102.0,
352602,1617000.0,206.0,-19.9565738,-43.937309899999995,3,3,1,4,1.0,1.0,centro-sul,Sion,Rua das Guianas,151,102.0,
3251755,1650000.0,220.0,-19.9299869,-43.92551400000002,4,4,1,3,1000.0,632.77,centro-sul,Funcionários,Rua Dos Timbiras,122,102.0,
127981,1700000.0,300.0,-19.931520199999998,-43.9470804,4,2,2,3,1800.0,355.0,centro-sul,Santo Agostinho,Avenida Olegário Maciel,1903,102.0,
1694451,1700000.0,178.0,-19.9758638,-43.94437010000002,4,3,2,4,2100.0,950.0,centro-sul,Belvedere,Rua Sebastião Fabiano Dias,105,102.0,
335001,1811772.48,201.7,-19.9434848,-43.95369149999999,4,4,2,4,930.0,1237.35,centro-sul,Vila Paris,Rua Henrique Sales,109,103.0,
3267122,1850000.0,182.73,-19.9716925,-43.94185679999998,4,3,2,3,2100.0,860.6,centro-sul,Belvedere,Rua Elza Brandão Rodarte,203,103.0,
13313,1899828.0,154.84,-19.9336865,-43.955282099999984,4,3,2,4,1200.0,500.0,oeste,Gutierrez,Rua Estácio de Sá,755,103.0,
57555,1920000.0,198.0,-19.9459923,-43.92918479999997,4,4,3,4,2200.0,797.21,centro-sul,Carmo,Rua Passa Tempo,416,103.0,
3263518,1970000.0,320.0,-19.9363687,-43.95592829999998,4,4,2,4,1500.0,575.0,oeste,Gutierrez,Rua Estácio de Sá,529,103.0,
353164,1990000.0,190.0,-19.9525238,-43.95106870000001,4,4,3,4,1637.0,8573.0,centro-sul,Vila Paris,Rua Padre Francisco Arantes,197,103.0,
3241763,2000000.0,221.39,-19.9331173,-43.93345640000001,4,4,1,2,1350.0,563.41,centro-sul,Savassi,Rua Cláudio Manoel,599,103.0,
3247325,2100000.0,342.0,-19.859770899999997,-43.952523000000035,4,5,2,5,896.76,703.0,pampulha,Liberdade,Rua Antônio Paulino de Castro,260,103.0,
158502,2200000.0,162.0,-19.946121100000003,-43.92849639999997,4,4,2,3,1650.0,718.0,centro-sul,Carmo,Rua Montes Claros,377,103.0,
3251560,2200000.0,499.2,-19.9343998,-43.94560669999999,4,3,1,2,1485.0,707.29,centro-sul,Santo Agostinho,Rua Felipe dos Santos,869,103.0,
3253147,2200000.0,205.0,-19.9427767,-43.92196990000002,3,1,3,4,1250.0,1635.9,centro-sul,Serra,Rua Professor Estevão Pinto,427,103.0,
332270,2300000.0,230.0,-19.973499800000003,-43.9417785,4,5,4,3,2000.0,1163.23,centro-sul,Belvedere,Rua Vicente Guimarães,21,103.0,
3238486,2690000.0,289.56,-19.9268341,-43.940605300000016,4,4,2,3,1739.08,781.33,centro-sul,Lourdes,Rua Rio de Janeiro,1848,103.0,
52070,2700000.0,232.0,-19.787228600000002,-44.01011440000002,4,5,3,4,1500.0,987.5,oeste,Gutierrez,Rua Almirante Tamandaré,555,103.0,
169956,2700000.0,250.0,-19.9783081,-43.9441387,4,4,2,5,1400.0,10700.0,centro-sul,Belvedere,Rua Levy Lafetá,109,103.0,
452093,2751000.0,243.0,-19.971517000000002,-43.94134300000002,4,6,4,4,3199.96,1305.0,centro-sul,Belvedere,Rua Elza Brandão Rodarte,11,103.0,
2358605,2800000.0,442.44,-19.9527308,-43.927865000000004,4,3,2,5,2500.0,1142.08,centro-sul,Anchieta,Rua Eugênio Murilo Rubião,33,103.0,
354520,3800000.0,460.0,-19.933498,-43.94468899999998,4,2,4,4,4400.0,1266.48,centro-sul,Lourdes,Rua Antônio Aleixo ,634,104.0,
343687,4800000.0,536.0,-19.937224,-43.95477900000003,4,5,3,6,3850.0,1845.0,oeste,Gutierrez,Rua Almirante Tamandaré,555,104.0,
3241110,200000.0,47.94,-19.8390701,-43.89275480000003,2,1,0,1,115.0,28.5,nordeste,Paulo Vi,Rua Antônio Mariano de Abreu,810,104.0,
336025,330000.0,90.0,-19.959612,-43.966024,3,3,1,1,440.0,81.81,oeste,Estoril,Rua Paulo Piedade Campos - lado par,850,104.0,
3259431,750000.0,135.38,-19.9444017,-43.947948800000006,4,3,0,1,418.0,159.0,centro-sul,São Pedro,Rua Antônio Dias,291,104.0,
147825,650000.0,115.0,-19.966797,-43.96562499999999,4,3,1,3,575.0,290.0,oeste,Estoril,Rua Engenheiro Alberto Pontes,386,104.0,
632004,340000.0,58.93,-19.8585737,-43.95723190000001,2,2,1,1,550.0,300.0,pampulha,Liberdade,Rua Boaventura,1935,104.0,
350288,355000.0,59.0,-19.8585135,-43.95730359999999,2,2,1,1,550.0,300.0,pampulha,Liberdade,Rua Boaventura,1935,104.0,
342402,375000.0,70.42,-19.8585135,-43.95730359999999,2,2,1,2,550.0,300.0,pampulha,Liberdade,Rua Boaventura,1935,104.0,
1796868,410000.0,70.42,-19.8585737,-43.95723190000001,3,2,1,2,550.0,300.0,pampulha,Liberdade,Rua Boaventura,1935,104.0,
172932,449029.3,70.42,-19.854594,-43.95276799999999,3,2,1,2,550.0,300.0,pampulha,Liberdade,Rua Boaventura,1935,104.0,
347505,375000.0,66.68,-19.890621955469907,-43.933926153442364,3,2,1,2,280.0,1.0,nordeste,Nova Floresta,Rua Manganes,25,105.0,
343946,275000.0,57.25,-19.8797855,-43.991741299999994,2,2,1,1,300.0,112.23,pampulha,Paquetá,Rua Gustavo Ladeira,11,105.0,
